batch,#,section,group,canonical_group,book_id,title,language,final_dates,decision_source,status
Batch5,253,E,ቅዱስ መርቆሬዎስ,ቅዱስ መርቆሬዎስ,GZ-GDL-002,ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ,ግእዝ,"ኅዳር 25, ጥር 25, ሐምሌ 25 / Monthly Day 25",Sinksar Canonical Cycle,verified
Batch5,254,E,ቅዱስ መርቆሬዎስ,ቅዱስ መርቆሬዎስ,GZ-MEL-039,መልክዐ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ,ግእዝ,"ኅዳር 25, ጥር 25, ሐምሌ 25 / Monthly Day 25",Sinksar Canonical Cycle,verified
Batch5,255,E,ቅዱስ ቴዎድሮስ,ቅዱስ ቴዎድሮስ,AM-GDL-030,ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በአማርኛ,አማርኛ,"ኅዳር 5, ኅዳር 20, ጥር 12, የካቲት 28 / Monthly Day 12, 20",Sinksar Canonical Cycle,verified
Batch5,256,E,ቅዱስ ቴዎድሮስ,ቅዱስ ቴዎድሮስ,GZ-GDL-030,ገድለ ቅዱስ ቴዎድሮስ በግእዝ,ግእዝ,"ኅዳር 5, ኅዳር 20, ጥር 12, የካቲት 28 / Monthly Day 12, 20",Sinksar Canonical Cycle,verified
Batch5,257,E,ቅዱስ ቴዎድሮስ,ቅዱስ ቴዎድሮስ,GZ-GDL-031,ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ,ግእዝ,"ኅዳር 5, ኅዳር 20, ጥር 12, የካቲት 28 / Monthly Day 12, 20",Sinksar Canonical Cycle,verified
Batch5,258,E,ቅዱስ ቴዎድሮስ,ቅዱስ ቴዎድሮስ,GZ-MEL-040,መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ,ግእዝ,"ኅዳር 5, ኅዳር 20, ጥር 12, የካቲት 28 / Monthly Day 12, 20",Sinksar Canonical Cycle,verified
Batch5,259,E,አቡነ እስትንፋሰ ክርስቶስ,አቡነ እስትንፋሰ ክርስቶስ,AM-GDL-014,የአቡነ እስትንፋሰ ክርስቶስ ገድል በአማርኛ,አማርኛ,"የካቲት 9, ሚያዝያ 9 / Monthly Day 9",Sinksar 100% Match,verified
Batch5,260,E,አቡነ እስትንፋሰ ክርስቶስ,አቡነ እስትንፋሰ ክርስቶስ,GZ-GDL-006,ገድለ አቡነ እስትንፋስ ክርስቶስ በግእዝ,ግእዝ,"የካቲት 9, ሚያዝያ 9 / Monthly Day 9",Sinksar 100% Match,verified
Batch5,261,E,አቡነ እስትንፋሰ ክርስቶስ,አቡነ እስትንፋሰ ክርስቶስ,GZ-MEL-136,መልክዐ እስትንፋሰ ክርስቶስ በግእዝ,ግእዝ,"የካቲት 9, ሚያዝያ 9 / Monthly Day 9",Sinksar 100% Match,verified
Batch5,262,E,አቡነ እስትንፋሰ ክርስቶስ,አቡነ እስትንፋሰ ክርስቶስ,TI-GDL-002,ገድሊ አቡነ እስትንፋስ ክርስቶስ ትግርኛ,ትግርኛ,"የካቲት 9, ሚያዝያ 9 / Monthly Day 9",Sinksar 100% Match,verified
Batch5,263,E,አቡነ ዘርዐ ቡሩክ,አቡነ ዘርዐ ቡሩክ,AM-GDL-012,ገድለ አቡነ ዘርዐ ቡሩከ በአማርኛ,አማርኛ,"ታኅሣሥ 13, ጥር 13 / Monthly Day 13",Sinksar Canonical Cycle,verified
Batch5,264,E,አቡነ ዘርዐ ቡሩክ,አቡነ ዘርዐ ቡሩክ,AM-MEL-061,የአቡነ ዘርዐ ቡሩክ መልክዕ በአማርኛ,አማርኛ,"ታኅሣሥ 13, ጥር 13 / Monthly Day 13",Sinksar Canonical Cycle,verified
Batch5,265,E,አቡነ ዘርዐ ቡሩክ,አቡነ ዘርዐ ቡሩክ,GZ-GDL-004,ገድለ አቡነ ዘርዐ ቡሩከ በግእዝ,ግእዝ,"ታኅሣሥ 13, ጥር 13 / Monthly Day 13",Sinksar Canonical Cycle,verified
Batch5,266,E,አቡነ ዘርዐ ቡሩክ,አቡነ ዘርዐ ቡሩክ,GZ-MEL-105,መልክዐ አቡነ ዘርዐ ቡሩክ በግእዝ,ግእዝ,"ታኅሣሥ 13, ጥር 13 / Monthly Day 13",Sinksar Canonical Cycle,verified
Batch5,267,E,አቡነ ዘርዐ ቡሩክ,አቡነ ዘርዐ ቡሩክ,TI-GDL-001,ገድሊ ኣቡነ ዘርኣ ቡሩክን ብትግርኛ,ትግርኛ,"ታኅሣሥ 13, ጥር 13 / Monthly Day 13",Sinksar Canonical Cycle,verified
Batch5,268,E,ቅዱስ ቂርቆስ,ቅዱስ ቂርቆስና ኢየሉጣ,AM-GDL-023,የቅዱስ ቂርቆስና የቅድስት ኢየሉጣ ገድል በአማርኛ,አማርኛ,"ጥር 15, ሐምሌ 19 / Monthly Day 15",Sinksar 100% Match,verified
Batch5,269,E,ቅዱስ ቂርቆስ,ቅዱስ ቂርቆስና ኢየሉጣ,AM-MEL-015,መልክዐ ቅዱስ ቂርቆስ በአማርኛ,አማርኛ,"ጥር 15, ሐምሌ 19 / Monthly Day 15",Sinksar 100% Match,verified
Batch5,270,E,ቅዱስ ቂርቆስ,ቅዱስ ቂርቆስና ኢየሉጣ,GZ-MEL-043,መልክዐ ሰማዕት ቅድስት ኢየሉጣ በግእዝ,ግእዝ,"ጥር 15, ሐምሌ 19 / Monthly Day 15",Sinksar 100% Match,verified
Batch5,271,E,ቅዱስ ቂርቆስ,ቅዱስ ቂርቆስና ኢየሉጣ,GZ-MEL-054,መልክዐ ቅዱስ ቂርቆስ በግእዝ,ግእዝ,"ጥር 15, ሐምሌ 19 / Monthly Day 15",Sinksar 100% Match,verified
Batch5,272,E,አቡነ አሮን መንክራዊ,አቡነ አሮን መንክራዊ,AM-GDL-028,ገድለ አቡነ አሮን መንክራዊ በአማርኛ,አማርኛ,መስከረም 5 / Monthly Day 5,Sinksar 100% Match,verified
Batch5,273,E,አቡነ አሮን መንክራዊ,አቡነ አሮን መንክራዊ,GZ-GDL-024,ገድለ አቡነ አሮን መንክራዊ ግእዝ,ግእዝ,መስከረም 5 / Monthly Day 5,Sinksar 100% Match,verified
Batch5,274,E,አቡነ አሮን መንክራዊ,አቡነ አሮን መንክራዊ,GZ-MEL-128,መልክዐ አᎄነ አሮን መንክራዌ በግእዝ,ግእዝ,መስከረም 5 / Monthly Day 5,Sinksar 100% Match,verified
Batch5,275,E,አዳም ወሔዋን,አዳም ወሔዋን,AM-GDL-019,ገድለ አዳም በአማርኛ,አማርኛ,ሚያዝያ 6 / Monthly Day 6,Sinksar 100% Match,verified
Batch5,276,E,አዳም ወሔዋን,አዳም ወሔዋን,AM-MEL-023,መልክዐ አዳም ወሔዋን በአማርኛ,አማርኛ,ሚያዝያ 6 / Monthly Day 6,Sinksar 100% Match,verified
Batch5,277,E,አዳም ወሔዋን,አዳም ወሔዋን,GZ-MEL-127,መልክዐ አዳም ወሔዋን በግእዝ,ግእዝ,ሚያዝያ 6 / Monthly Day 6,Sinksar 100% Match,verified
Batch5,278,E,አቡነ በጸሎተ ሚካኤል,አቡነ በጸሎተ ሚካኤል,AM-GDL-011,ገድለ አቡነ በጸሎተ ሚካኤል በአማርኛ,አማርኛ,"ጥቅምት 6, ሐምሌ 21 / Monthly Day 21",Sinksar 100% Match,verified
Batch5,279,E,አቡነ በጸሎተ ሚካኤል,አቡነ በጸሎተ ሚካኤል,GZ-GDL-015,ገድለ አቡነ በጸሎተ ሚካኤል በግእዝ,ግእዝ,"ጥቅምት 6, ሐምሌ 21 / Monthly Day 21",Sinksar 100% Match,verified
Batch5,280,E,አቡነ በጸሎተ ሚካኤል,አቡነ በጸሎተ ሚካኤል,GZ-MEL-121,መልክዐ አባ በጸሎተ ሚካኤል በግእዝ,ግእዝ,"ጥቅምት 6, ሐምሌ 21 / Monthly Day 21",Sinksar 100% Match,verified
Batch5,281,E,አቡነ ኪሮስ,አቡነ ኪሮስ,AM-GDL-021,ገድለ አቡነ ኪሮስ በአማርኛ,አማርኛ,"ታኅሣሥ 8, ሐምሌ 8 / Monthly Day 8",Sinksar Canonical Cycle,verified
Batch5,282,E,አቡነ ኪሮስ,አቡነ ኪሮስ,GZ-GDL-016,ገድለ አቡነ ኪሮስ በግእዝ,ግእዝ,"ታኅሣሥ 8, ሐምሌ 8 / Monthly Day 8",Sinksar Canonical Cycle,verified
Batch5,283,E,አቡነ አረጋዊ,አቡነ አረጋዊ,AM-GDL-016,ገድለ አቡነ አረጋዊ በአማርኛ,አማርኛ,"ጥቅምት 14, ጥር 14 / Monthly Day 14",Sinksar Canonical Cycle,verified
