type,book_id,title,detail,sinksar_name,app_notes,shared,coverage,expected
B_zero_at_day_INFO,GZ-MZM-004,መዝሙረ ዳዊት በግእዝ,monthly day 23,ልበ አምላክ ቅዱስ ዳዊት,,ዳዊት,0,12
B_zero_at_day_INFO,TI-MZM-001,መዝሙረ ዳዊት ብትግርኛ,monthly day 23,ልበ አምላክ ቅዱስ ዳዊት,,ዳዊት,0,12
B_zero_at_day_INFO,AM-WUD-003,ውዳሴ አምላክ በአማርኛ,monthly day 23,ልበ አምላክ ቅዱስ ዳዊት,,አምላክ,0,12
B_zero_at_day_INFO,TI-WUD-002,ውዳሴ አምላክ ብትግርኛ,monthly day 23,ልበ አምላክ ቅዱስ ዳዊት,,አምላክ,0,12
B_zero_at_day_INFO,GZ-MEL-096,መልክዐ አቡነ አባለ ክርስቶስ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-060,የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-023,ገድለ አቡነ መዝራዕተ ክርስቶስ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-082,መልክዐ አቡነ ሠምረ ክርስቶስ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MIK-001,ምክሓ ምእመናን ክርስቶስ በአማርኛ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-GDL-005,ገድለ ቅድስት ክርስቶስ ሠምራ በአማርኛ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-019,ገድለ ቅድስት ክርስቶስ ሠምራ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-143,መልክዐ ክርስቶስ ሠምራ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-001,መዝሙረ ክርስቶስ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-002,መዝሙረ ክርስቶስ ካልዕ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-003,መዝሙረ ክርስቶስ ዘመኃልየ መኃልይ። በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-GDL-014,የአቡነ እስትንፋሰ ክርስቶስ ገድል በአማርኛ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-006,ገድለ አቡነ እስትንፋስ ክርስቶስ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-136,መልክዐ እስትንፋሰ ክርስቶስ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,TI-GDL-002,ገድሊ አቡነ እስትንፋስ ክርስቶስ ትግርኛ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-018,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በአማርኛ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-066,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-148,መልክዐ ይምርሃነ ክርስቶስ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-153,መልክዐ ገብረ ክርስቶስ በግእዝ,monthly day 10,መልክዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-TSE-002,ጸሎተ ነቢያት በግእዝ,monthly day 8,ሙሴ ሊቀ ነቢያት,,ነቢያት,0,12
B_zero_at_day_INFO,TI-MZM-002,መዝሙር መኃልይ ነቢያት ብትግርኛ,monthly day 8,ሙሴ ሊቀ ነቢያት,,ነቢያት,0,12
B_zero_at_day_INFO,AM-MEL-042,የቅዱስ ማርቆስ 2ኛ መልክዕ በአማርኛ,monthly day 29,ማርቆስ ዘቶርማቅ,,ማርቆስ,0,12
B_zero_at_day_INFO,GZ-MEL-030,መልክዐ ማርቆስ በግእዝ,monthly day 29,ማርቆስ ዘቶርማቅ,,ማርቆስ,0,12
B_zero_at_day_INFO,GZ-MEL-053,መልክዐ ቅዱስ ማርቆስ ካልእ በግእዝ,monthly day 29,ማርቆስ ዘቶርማቅ,,ማርቆስ,0,12
B_zero_at_day_INFO,AM-MEL-062,የአቡነ ዜና ማርቆስ መልክዕ በአማርኛ,monthly day 29,ማርቆስ ዘቶርማቅ,,ማርቆስ,0,12
B_zero_at_day_INFO,GZ-MEL-106,መልክዐ አቡነ ዜና ማርቆስ በግእዝ,monthly day 29,ማርቆስ ዘቶርማቅ,,ማርቆስ,0,12
B_zero_at_day_INFO,GZ-MEL-081,መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ ካልእ,monthly day 12,ማቴዎስ,,ማቴዎስ,0,12
B_zero_at_day_INFO,GZ-MEL-080,መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ,monthly day 12,ማቴዎስ,,ማቴዎስ,0,12
B_zero_at_day_INFO,GZ-MEL-091,መልክዐ አቡነ ተከስተ ብርሃን በግእዝ,monthly day 26,ሰላማ ከሣቴ ብርሃን,,ብርሃን,0,12
B_zero_at_day_INFO,AM-MEL-056,የአቡነ ተከስተ ብርሃን መልክዕ በአማርኛ,monthly day 26,ሰላማ ከሣቴ ብርሃን,,ብርሃን,0,12
B_zero_at_day_INFO,AM-KOH-001,ኆኅተ ብርሃን በአማርኛ,monthly day 26,ሰላማ ከሣቴ ብርሃን,,ብርሃን,0,12
B_zero_at_day_INFO,GZ-KOH-001,ኆኅተ ብርሃን በግእዝ,monthly day 26,ሰላማ ከሣቴ ብርሃን,,ብርሃን,0,12
B_partial_monthly,GZ-MEL-038,መልክዐ ሰላማ በግእዝ,monthly day 26,ሰላማ ከሣቴ ብርሃን,,ሰላማ,1,12
B_partial_monthly,GZ-MEL-084,መልክዐ አቡነ ሳሙኤል በግእዝ ሣልስ በግእዝ,monthly day 23,ሳሙኤል,,ሳሙኤል,1,12
B_zero_at_day_INFO,AM-MEL-054,የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ,monthly day 23,ሳሙኤል,,ሳሙኤል,0,12
B_zero_at_day_INFO,AM-MEL-055,የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ,monthly day 23,ሳሙኤል,,ሳሙኤል,0,12
B_zero_at_day_INFO,GZ-MEL-085,መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ,monthly day 23,ሳሙኤል,,ሳሙኤል,0,12
B_zero_at_day_INFO,GZ-MEL-086,መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,monthly day 23,ሳሙኤል,,ሳሙኤል,0,12
B_zero_at_day_INFO,GZ-MEL-084,መልክዐ አቡነ ሳሙኤል በግእዝ ሣልስ በግእዝ,monthly day 8,ሳሙኤል ዘደብረ ቀልሞን,,ሳሙኤል,0,12
B_zero_at_day_INFO,AM-MEL-054,የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ,monthly day 8,ሳሙኤል ዘደብረ ቀልሞን,,ሳሙኤል,0,12
B_zero_at_day_INFO,AM-MEL-055,የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ,monthly day 8,ሳሙኤል ዘደብረ ቀልሞን,,ሳሙኤል,0,12
B_zero_at_day_INFO,GZ-MEL-085,መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ,monthly day 8,ሳሙኤል ዘደብረ ቀልሞን,,ሳሙኤል,0,12
B_zero_at_day_INFO,GZ-MEL-086,መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,monthly day 8,ሳሙኤል ዘደብረ ቀልሞን,,ሳሙኤል,0,12
B_zero_at_day_INFO,AM-GDL-026,ገድለ አቡነ ኢየሱስ ሞዐ በአማርኛ,monthly day 19,ስነ ኢየሱስ,,ኢየሱስ,0,12
B_zero_at_day_INFO,GZ-MEL-130,መልክዐ ኢየሱስ ሞዐ በግእዝ,monthly day 19,ስነ ኢየሱስ,,ኢየሱስ,0,12
B_zero_at_day_INFO,AM-MEL-002,መልክአ ኢየሱስ በአማርኛ,monthly day 19,ስነ ኢየሱስ,,ኢየሱስ,0,12
B_zero_at_day_INFO,AM-TAM-001,ተአምረ ኢየሱስ በአማርኛ,monthly day 19,ስነ ኢየሱስ,,ኢየሱስ,0,12
B_zero_at_day_INFO,GZ-MEL-131,መልክዐ ኢየሱስ በግእዝ,monthly day 19,ስነ ኢየሱስ,,ኢየሱስ,0,12
B_zero_at_day_INFO,GZ-MEL-132,መልክዐ ኢየሱስ ካልዕ በግእዝ,monthly day 19,ስነ ኢየሱስ,,ኢየሱስ,0,12
B_zero_at_day_INFO,GZ-TAM-002,ተአምረ ኢየሱስ በግእዝ,monthly day 19,ስነ ኢየሱስ,,ኢየሱስ,0,12
B_zero_at_day_INFO,TI-TAM-001,ተአምረ ኢየሱስ ብትግርኛ,monthly day 19,ስነ ኢየሱስ,,ኢየሱስ,0,12
B_zero_at_day_INFO,GZ-MEL-094,መልክዐ አቡነ ቶማስ ዘዘናቁዴ በግእዝ,monthly day 26,ቶማስ,,ቶማስ,0,12
B_zero_at_day_INFO,GZ-MEL-094,መልክዐ አቡነ ቶማስ ዘዘናቁዴ በግእዝ,monthly day 24,ቶማስ ዘመርዐስ,,ቶማስ,0,12
B_zero_at_day_INFO,GZ-HIB-001,ኅብረ ሥላሴ በግእዝ,monthly day 21,አምደ ሥላሴ,,ሥላሴ,0,12
B_zero_at_day_INFO,AM-MEL-010,መልክዐ ሥላሴ በአማርኛ,monthly day 21,አምደ ሥላሴ,,ሥላሴ,0,12
B_zero_at_day_INFO,AM-SEY-002,ሰይፈ ሥላሴ በአማርኛ,monthly day 21,አምደ ሥላሴ,,ሥላሴ,0,12
B_zero_at_day_INFO,AM-ZNA-001,ዜና ሥላሴ በአማርኛ,monthly day 21,አምደ ሥላሴ,,ሥላሴ,0,12
B_zero_at_day_INFO,GZ-MEL-035,መልክዐ ሥላሴ በግእዝ,monthly day 21,አምደ ሥላሴ,,ሥላሴ,0,12
B_zero_at_day_INFO,GZ-SEY-002,ሰይፈ ሥላሴ በግእዝ,monthly day 21,አምደ ሥላሴ,,ሥላሴ,0,12
B_zero_at_day_INFO,GZ-ZNA-004,ዜና ሥላሴ በግእዝ,monthly day 21,አምደ ሥላሴ,,ሥላሴ,0,12
B_zero_at_day_INFO,GZ-MEL-077,መልክዐ አቡነ መዝገበ ሥላሴ በግእዝ,monthly day 21,አምደ ሥላሴ,,ሥላሴ,0,12
B_partial_monthly,AM-GDL-008,ገድለ ሰማዕት ቅድስት አርሴማ በአማርኛ,monthly day 29,አርሴማ ድንግል,,አርሴማ,1,12
B_partial_monthly,GZ-GDL-033,ገድለ ሰማዕት ቅድስት አርሴማ በግእዝ,monthly day 29,አርሴማ ድንግል,,አርሴማ,1,12
B_partial_monthly,GZ-MEL-042,መልክዐ ሰማዕት ቅድስት አርሴማ በግእዝ,monthly day 29,አርሴማ ድንግል,,አርሴማ,1,12
B_zero_at_day_INFO,AM-TEA-002,ተአምኆ ዘሥሉስ ቅዱስ በአማርኛ,monthly day 6,አርከ ሥሉስ,,ሥሉስ,0,13
B_zero_at_day_INFO,AM-TEA-003,ተአምኆ ዘሥሉስ ቅዱስ መልክዕ በአማርኛ,monthly day 6,አርከ ሥሉስ,,ሥሉስ,0,13
B_zero_at_day_INFO,GZ-TEA-002,ተአምኆ ዘሥሉስ ቅዱስ በግእዝ,monthly day 6,አርከ ሥሉስ,,ሥሉስ,0,13
B_zero_at_day_INFO,GZ-TEA-003,ተአምኆ ዘሥሉስ ቅዱስ በግእዝ ካልእ,monthly day 6,አርከ ሥሉስ,,ሥሉስ,0,13
B_zero_at_day_INFO,GZ-MEL-034,መልክዐ ሥሉስ ቅዱስ በግእዝ,monthly day 6,አርከ ሥሉስ,,ሥሉስ,0,13
B_zero_at_day_INFO,AM-GDL-028,ገድለ አቡነ አሮን መንክራዊ በአማርኛ,monthly day 21,አሮን ሶርያዊ,,አሮን,0,12
B_zero_at_day_INFO,GZ-GDL-024,ገድለ አቡነ አሮን መንክራዊ ግእዝ,monthly day 21,አሮን ሶርያዊ,,አሮን,0,12
B_zero_at_day_INFO,GZ-MEL-128,መልክዐ አᎄነ አሮን መንክራዌ በግእዝ,monthly day 21,አሮን ሶርያዊ,,አሮን,0,12
B_zero_at_day_INFO,AM-ZNA-002,ዜና አበው በአማርኛ,monthly day 17,አበው መክሲሞስና ዱማቴዎስ,,አበው,0,12
B_zero_at_day_INFO,AM-ZNA-002,ዜና አበው በአማርኛ,monthly day 21,አበው ጎርጎርዮሳት,,አበው,0,12
B_zero_at_day_INFO,AM-MEL-002,መልክአ ኢየሱስ በአማርኛ,monthly day 26,ኢየሱስ ሞዐ ዘሐይቅ,,ኢየሱስ,0,12
B_zero_at_day_INFO,AM-TAM-001,ተአምረ ኢየሱስ በአማርኛ,monthly day 26,ኢየሱስ ሞዐ ዘሐይቅ,,ኢየሱስ,0,12
B_zero_at_day_INFO,GZ-MEL-131,መልክዐ ኢየሱስ በግእዝ,monthly day 26,ኢየሱስ ሞዐ ዘሐይቅ,,ኢየሱስ,0,12
B_zero_at_day_INFO,GZ-MEL-132,መልክዐ ኢየሱስ ካልዕ በግእዝ,monthly day 26,ኢየሱስ ሞዐ ዘሐይቅ,,ኢየሱስ,0,12
B_zero_at_day_INFO,GZ-TAM-002,ተአምረ ኢየሱስ በግእዝ,monthly day 26,ኢየሱስ ሞዐ ዘሐይቅ,,ኢየሱስ,0,12
B_zero_at_day_INFO,TI-TAM-001,ተአምረ ኢየሱስ ብትግርኛ,monthly day 26,ኢየሱስ ሞዐ ዘሐይቅ,,ኢየሱስ,0,12
B_zero_at_day_INFO,GZ-MEL-096,መልክዐ አቡነ አባለ ክርስቶስ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-060,የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-023,ገድለ አቡነ መዝራዕተ ክርስቶስ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-082,መልክዐ አቡነ ሠምረ ክርስቶስ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MIK-001,ምክሓ ምእመናን ክርስቶስ በአማርኛ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-GDL-005,ገድለ ቅድስት ክርስቶስ ሠምራ በአማርኛ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-019,ገድለ ቅድስት ክርስቶስ ሠምራ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-143,መልክዐ ክርስቶስ ሠምራ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-001,መዝሙረ ክርስቶስ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-002,መዝሙረ ክርስቶስ ካልዕ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-003,መዝሙረ ክርስቶስ ዘመኃልየ መኃልይ። በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-018,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በአማርኛ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-066,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-148,መልክዐ ይምርሃነ ክርስቶስ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-153,መልክዐ ገብረ ክርስቶስ በግእዝ,monthly day 9,እስትንፋሰ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-103,መልክዐ አቡነ እንድርያስ ዘደብረ ጽጌ በግእዝ,monthly day 4,እንድርያስ,,እንድርያስ,0,13
B_zero_at_day_INFO,GZ-MEL-102,መልክዐ አቡነ እንድርያስ ዘደብረ ስኂን (ፅፉን) በግእዝ,monthly day 4,እንድርያስ,,እንድርያስ,0,13
B_zero_at_day_INFO,GZ-MEL-096,መልክዐ አቡነ አባለ ክርስቶስ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-060,የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-023,ገድለ አቡነ መዝራዕተ ክርስቶስ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-082,መልክዐ አቡነ ሠምረ ክርስቶስ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MIK-001,ምክሓ ምእመናን ክርስቶስ በአማርኛ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_partial_monthly,AM-GDL-005,ገድለ ቅድስት ክርስቶስ ሠምራ በአማርኛ,monthly day 12,ክርስቶስ ሠምራ,,"ሠምራ,ክርስቶስ",1,12
B_partial_monthly,GZ-GDL-019,ገድለ ቅድስት ክርስቶስ ሠምራ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,"ሠምራ,ክርስቶስ",1,12
B_partial_monthly,GZ-MEL-143,መልክዐ ክርስቶስ ሠምራ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,"ሠምራ,ክርስቶስ",1,12
B_zero_at_day_INFO,GZ-MZM-001,መዝሙረ ክርስቶስ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-002,መዝሙረ ክርስቶስ ካልዕ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-003,መዝሙረ ክርስቶስ ዘመኃልየ መኃልይ። በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-GDL-014,የአቡነ እስትንፋሰ ክርስቶስ ገድል በአማርኛ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-006,ገድለ አቡነ እስትንፋስ ክርስቶስ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-136,መልክዐ እስትንፋሰ ክርስቶስ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,TI-GDL-002,ገድሊ አቡነ እስትንፋስ ክርስቶስ ትግርኛ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-018,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በአማርኛ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-066,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-148,መልክዐ ይምርሃነ ክርስቶስ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-153,መልክዐ ገብረ ክርስቶስ በግእዝ,monthly day 12,ክርስቶስ ሠምራ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-096,መልክዐ አቡነ አባለ ክርስቶስ በግእዝ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-060,የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_partial_monthly,GZ-GDL-023,ገድለ አቡነ መዝራዕተ ክርስቶስ በግእዝ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,1,12
B_zero_at_day_INFO,GZ-MEL-082,መልክዐ አቡነ ሠምረ ክርስቶስ በግእዝ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MIK-001,ምክሓ ምእመናን ክርስቶስ በአማርኛ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-GDL-005,ገድለ ቅድስት ክርስቶስ ሠምራ በአማርኛ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-019,ገድለ ቅድስት ክርስቶስ ሠምራ በግእዝ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-143,መልክዐ ክርስቶስ ሠምራ በግእዝ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-GDL-014,የአቡነ እስትንፋሰ ክርስቶስ ገድል በአማርኛ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-006,ገድለ አቡነ እስትንፋስ ክርስቶስ በግእዝ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-136,መልክዐ እስትንፋሰ ክርስቶስ በግእዝ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,TI-GDL-002,ገድሊ አቡነ እስትንፋስ ክርስቶስ ትግርኛ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-148,መልክዐ ይምርሃነ ክርስቶስ በግእዝ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-153,መልክዐ ገብረ ክርስቶስ በግእዝ,monthly day 29,ዘርዐ ክርስቶስ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-042,የቅዱስ ማርቆስ 2ኛ መልክዕ በአማርኛ,monthly day 3,ዜና ማርቆስ,,ማርቆስ,0,13
B_zero_at_day_INFO,GZ-MEL-030,መልክዐ ማርቆስ በግእዝ,monthly day 3,ዜና ማርቆስ,,ማርቆስ,0,13
B_zero_at_day_INFO,GZ-MEL-053,መልክዐ ቅዱስ ማርቆስ ካልእ በግእዝ,monthly day 3,ዜና ማርቆስ,,ማርቆስ,0,13
B_zero_at_day_INFO,AM-MEL-022,መልክዐ አብርሃም ይሥሐቅ ያዕቆብ በአማርኛ,monthly day 10,ያዕቆብ ሐዋርያ,,ያዕቆብ,0,12
B_zero_at_day_INFO,GZ-MEL-124,መልክዐ አብርሃም ይሥሐቅ ወያዕቆብ በግእዝ,monthly day 10,ያዕቆብ ሐዋርያ,,ያዕቆብ,0,12
B_zero_at_day_INFO,AM-MEL-022,መልክዐ አብርሃም ይሥሐቅ ያዕቆብ በአማርኛ,monthly day 17,ያዕቆብ ሐዋርያ,,ያዕቆብ,0,12
B_zero_at_day_INFO,GZ-MEL-124,መልክዐ አብርሃም ይሥሐቅ ወያዕቆብ በግእዝ,monthly day 17,ያዕቆብ ሐዋርያ,,ያዕቆብ,0,12
B_zero_at_day_INFO,AM-MEL-022,መልክዐ አብርሃም ይሥሐቅ ያዕቆብ በአማርኛ,monthly day 27,ያዕቆብ ዘግሙድ,,ያዕቆብ,0,12
B_zero_at_day_INFO,GZ-MEL-124,መልክዐ አብርሃም ይሥሐቅ ወያዕቆብ በግእዝ,monthly day 27,ያዕቆብ ዘግሙድ,,ያዕቆብ,0,12
B_zero_at_day_INFO,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-104,መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-020,መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-GDL-013,የቅዱስ ዮሐንስ ገድል በአማርኛ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-016,መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-047,የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-061,መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-062,መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-149,መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-150,መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-GDL-027,ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-021,መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-109,መልክዐ አቡነ ዮሐንስ ከማ በግእዝ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
