type,book_id,title,detail,sinksar_name,app_notes,shared,coverage,expected
B_zero_at_day_INFO,GZ-MEL-110,መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-GDL-018,ገድለ አቡነ ዮሐንስ በግእዝ,monthly day 14,ዮሐንስ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-104,መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-020,መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-GDL-013,የቅዱስ ዮሐንስ ገድል በአማርኛ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-016,መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-047,የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-061,መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-062,መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-149,መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-150,መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-GDL-027,ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_partial_monthly,AM-MEL-021,መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,1,12
B_zero_at_day_INFO,GZ-MEL-109,መልክዐ አቡነ ዮሐንስ ከማ በግእዝ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-110,መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-GDL-018,ገድለ አቡነ ዮሐንስ በግእዝ,monthly day 20,ዮሐንስ ሐፂር,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-104,መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-020,መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-GDL-013,የቅዱስ ዮሐንስ ገድል በአማርኛ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-016,መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-047,የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-061,መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-062,መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-149,መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-150,መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-GDL-027,ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,AM-MEL-021,መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-109,መልክዐ አቡነ ዮሐንስ ከማ በግእዝ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-110,መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-GDL-018,ገድለ አቡነ ዮሐንስ በግእዝ,monthly day 12,ዮሐንስ አፈ ወርቅ,,ዮሐንስ,0,12
B_zero_at_day_INFO,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,monthly day 4,ዮሐንስ ዘሐራቅሊ,,ዮሐንስ,0,13
B_zero_at_day_INFO,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,monthly day 4,ዮሐንስ ዘሐራቅሊ,,ዮሐንስ,0,13
B_zero_at_day_INFO,GZ-MEL-104,መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ,monthly day 4,ዮሐንስ ዘሐራቅሊ,,ዮሐንስ,0,13
B_zero_at_day_INFO,AM-MEL-020,መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ,monthly day 4,ዮሐንስ ዘሐራቅሊ,,ዮሐንስ,0,13
B_zero_at_day_INFO,AM-GDL-027,ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,monthly day 4,ዮሐንስ ዘሐራቅሊ,,ዮሐንስ,0,13
B_zero_at_day_INFO,AM-MEL-021,መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ,monthly day 4,ዮሐንስ ዘሐራቅሊ,,ዮሐንስ,0,13
B_zero_at_day_INFO,GZ-MEL-109,መልክዐ አቡነ ዮሐንስ ከማ በግእዝ,monthly day 4,ዮሐንስ ዘሐራቅሊ,,ዮሐንስ,0,13
B_zero_at_day_INFO,GZ-MEL-110,መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ,monthly day 4,ዮሐንስ ዘሐራቅሊ,,ዮሐንስ,0,13
B_zero_at_day_INFO,GZ-GDL-018,ገድለ አቡነ ዮሐንስ በግእዝ,monthly day 4,ዮሐንስ ዘሐራቅሊ,,ዮሐንስ,0,13
B_zero_at_day_INFO,AM-DRS-004,ድርሳነ መድኃኔ ዓለም በአማርኛ,monthly day 19,ዮሴፍ ብርሃነ ዓለም,,ዓለም,0,12
B_zero_at_day_INFO,AM-MEL-034,የመድኀኔ ዓለም 3ኛ መልክዕ በአማርኛ,monthly day 19,ዮሴፍ ብርሃነ ዓለም,,ዓለም,0,12
B_zero_at_day_INFO,AM-MEL-035,የመድኀኔ ዓለም መልክዕ በአማርኛ,monthly day 19,ዮሴፍ ብርሃነ ዓለም,,ዓለም,0,12
B_zero_at_day_INFO,GZ-DRS-005,ድርሳነ መድኃኔ ዓለም በግእዝ,monthly day 19,ዮሴፍ ብርሃነ ዓለም,,ዓለም,0,12
B_zero_at_day_INFO,GZ-MEL-027,መልክዐ መድኀኔ ዓለም ሣልስ በግዕዝ,monthly day 19,ዮሴፍ ብርሃነ ዓለም,,ዓለም,0,12
B_zero_at_day_INFO,GZ-MEL-028,መልክዐ መድኃኔ ዓለም በግእዝ,monthly day 19,ዮሴፍ ብርሃነ ዓለም,,ዓለም,0,12
B_zero_at_day_INFO,GZ-GDL-029,ገድለ አቡነ ዮሴፍ በግእዝ,monthly day 6,ዮሴፍ አረጋዊ,,ዮሴፍ,0,13
B_zero_at_day_INFO,GZ-MEL-111,መልክዐ አቡነ ዮሴፍ በግእዝ,monthly day 6,ዮሴፍ አረጋዊ,,ዮሴፍ,0,13
B_zero_at_day_INFO,AM-GDL-016,ገድለ አቡነ አረጋዊ በአማርኛ,monthly day 6,ዮሴፍ አረጋዊ,,አረጋዊ,0,13
B_zero_at_day_INFO,GZ-MEL-073,መልክዐ አረጋዊ በግእዝ,monthly day 6,ዮሴፍ አረጋዊ,,አረጋዊ,0,13
B_partial_monthly,GZ-MEL-014,መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል ካልዕ (ደቅስዮስ) በግእዝ,monthly day 22,ደቅስዮስ,,ደቅስዮስ,1,12
B_zero_at_day_INFO,GZ-GDL-028,ገድለ አቡነ ዳንኤል በግእዝ,monthly day 16,ዳንኤል,,ዳንኤል,0,12
B_zero_at_day_INFO,GZ-MEL-114,መልክዐ አቡነ ዳንኤል በግእዝ,monthly day 16,ዳንኤል,,ዳንኤል,0,12
B_zero_at_day_INFO,GZ-GDL-028,ገድለ አቡነ ዳንኤል በግእዝ,monthly day 7,ዳንኤል ዘገዳመ ሲሐት,,ዳንኤል,0,12
B_zero_at_day_INFO,GZ-MEL-114,መልክዐ አቡነ ዳንኤል በግእዝ,monthly day 7,ዳንኤል ዘገዳመ ሲሐት,,ዳንኤል,0,12
B_partial_monthly,GZ-ZNA-002,ዜናሁ ለንጉሥ ገላውዴዎስ በግእዝ,monthly day 27,ገላውዴዎስ ሰማዕት,,ገላውዴዎስ,1,12
B_zero_at_day_INFO,GZ-MEL-096,መልክዐ አቡነ አባለ ክርስቶስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-060,የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-023,ገድለ አቡነ መዝራዕተ ክርስቶስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-082,መልክዐ አቡነ ሠምረ ክርስቶስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MIK-001,ምክሓ ምእመናን ክርስቶስ በአማርኛ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-GDL-005,ገድለ ቅድስት ክርስቶስ ሠምራ በአማርኛ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-019,ገድለ ቅድስት ክርስቶስ ሠምራ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-143,መልክዐ ክርስቶስ ሠምራ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-GDL-007,ገድለ አቡነ ገብረ መንፈስ ቅዱስ በአማርኛ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ገብረ,0,12
B_zero_at_day_INFO,GZ-MEL-151,መልክዐ ገብረ መንፈስ ቅዱስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ገብረ,0,12
B_zero_at_day_INFO,GZ-MEL-152,መልክዐ ገብረ መንፈስ ቅዱስ ካልዕ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ገብረ,0,12
B_zero_at_day_INFO,GZ-MZM-001,መዝሙረ ክርስቶስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-002,መዝሙረ ክርስቶስ ካልዕ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MZM-003,መዝሙረ ክርስቶስ ዘመኃልየ መኃልይ። በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-GDL-014,የአቡነ እስትንፋሰ ክርስቶስ ገድል በአማርኛ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-GDL-006,ገድለ አቡነ እስትንፋስ ክርስቶስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-136,መልክዐ እስትንፋሰ ክርስቶስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,TI-GDL-002,ገድሊ አቡነ እስትንፋስ ክርስቶስ ትግርኛ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,AM-MEL-018,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በአማርኛ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-066,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_zero_at_day_INFO,GZ-MEL-148,መልክዐ ይምርሃነ ክርስቶስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,ክርስቶስ,0,12
B_partial_monthly,GZ-MEL-153,መልክዐ ገብረ ክርስቶስ በግእዝ,monthly day 14,ገብረ ክርስቶስ መርዓዊ,,"ክርስቶስ,ገብረ",1,12
B_zero_at_day_INFO,AM-DRS-003,ድርሳነ ገብርኤል በአማርኛ,monthly day 23,ገብርኤል,,ገብርኤል,0,12
B_zero_at_day_INFO,AM-MEL-050,የቅዱስ ገብርኤል መልክዕ በአማርኛ,monthly day 23,ገብርኤል,,ገብርኤል,0,12
B_zero_at_day_INFO,GZ-DRS-010,ድርሳነ ገብርኤል በግእዝ,monthly day 23,ገብርኤል,,ገብርኤል,0,12
B_zero_at_day_INFO,GZ-MEL-013,መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል በግእዝ,monthly day 23,ገብርኤል,,ገብርኤል,0,12
B_zero_at_day_INFO,GZ-MEL-014,መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል ካልዕ (ደቅስዮስ) በግእዝ,monthly day 23,ገብርኤል,,ገብርኤል,0,12
B_zero_at_day_INFO,AM-GDL-001,ገድለ ቅዱስ አባ ጊዮርጊስ ዘጋሥጫ በአማርኛ,monthly day 23,ጊዮርጊስ ሊቀ ሰማዕታት,,ጊዮርጊስ,0,12
B_zero_at_day_INFO,GZ-GDL-007,ገድለ ቅዱስ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ,monthly day 23,ጊዮርጊስ ሊቀ ሰማዕታት,,ጊዮርጊስ,0,12
B_zero_at_day_INFO,GZ-MEL-123,መልክዐ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ,monthly day 23,ጊዮርጊስ ሊቀ ሰማዕታት,,ጊዮርጊስ,0,12
B_partial_monthly,AM-GDL-018,ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በአማርኛ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_partial_monthly,AM-MEL-051,የቅዱስ ጊዮርጊስ መልክዕ በአማርኛ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_partial_monthly,AM-MEL-065,ጸሎተ መልክዐ ሥቃዩ ለቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_partial_monthly,AM-MEL-066,ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_partial_monthly,AM-MEL-067,ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ በአማርኛ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_partial_monthly,AM-SIB-001,ስብሐተ ፍቁር ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_partial_monthly,GZ-GDL-014,ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በግእዝ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_partial_monthly,GZ-MEL-065,መልክዐ ቅዱስ ጊዮርጊስ በግእዝ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_partial_monthly,GZ-MEL-154,መልክዐ ጊዮርጊስ በግእዝ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_partial_monthly,GZ-MEL-155,መልክዐ ጊዮርጊስ ካልዕ ወሥቃዩ በግእዝ,monthly day 7,ጊዮርጊስ ዘጋስጫ,,ጊዮርጊስ,1,12
B_zero_at_day_INFO,AM-SEY-001,ሰይፈ መለኮት በአማርኛ,monthly day 30,ጐርጐርዮስ ነባቤ መለኮት,,መለኮት,0,12
B_zero_at_day_INFO,GZ-SEY-001,ሰይፈ መለኮት በግእዝ,monthly day 30,ጐርጐርዮስ ነባቤ መለኮት,,መለኮት,0,12
