batch,section,group,book_id,title,language,ethiopian_month,ethiopian_day,date_name,expected_is_annual,db_is_annual,kind,flag_match
Batch1,B,ኤልያስ ነቢይ,GZ-MEL-059,መልክዐ ቅዱስ ኤልያስ ነቢይ ሣልስ በግእዝ,ግእዝ,11,6,ሐምሌ 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,GZ-MEL-059,መልክዐ ቅዱስ ኤልያስ ነቢይ ሣልስ በግእዝ,ግእዝ,12,6,ነሐሴ 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,GZ-MEL-059,መልክዐ ቅዱስ ኤልያስ ነቢይ ሣልስ በግእዝ,ግእዝ,12,13,ነሐሴ 13,1,1,ANNUAL,YES
Batch1,B,ኤልያስ ነቢይ,GZ-MEL-059,መልክዐ ቅዱስ ኤልያስ ነቢይ ሣልስ በግእዝ,ግእዝ,13,6,ጳጉሜን 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,1,6,መስከረም 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,2,6,ጥቅምት 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,3,6,ኅዳር 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,4,1,ታኅሣሥ 1,1,1,ANNUAL,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,4,6,ታኅሣሥ 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,5,6,ጥር 6,1,1,ANNUAL+MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,6,6,የካቲት 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,7,6,መጋቢት 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,8,6,ሚያዝያ 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,9,6,ግንቦት 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,10,6,ሰኔ 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,11,6,ሐምሌ 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,12,6,ነሐሴ 6,0,0,MONTHLY,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,12,13,ነሐሴ 13,1,1,ANNUAL,YES
Batch1,B,ኤልያስ ነቢይ,AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,አማርኛ,13,6,ጳጉሜን 6,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,1,1,መስከረም 1,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,1,2,መስከረም 2,1,1,ANNUAL+MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,1,26,መስከረም 26,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,1,30,መስከረም 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,2,2,ጥቅምት 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,2,30,ጥቅምት 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,3,2,ኅዳር 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,3,30,ኅዳር 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,4,2,ታኅሣሥ 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,4,30,ታኅሣሥ 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,5,2,ጥር 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,5,11,ጥር 11,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,5,30,ጥር 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,6,2,የካቲት 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,6,30,የካቲት 30,1,1,ANNUAL+MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,7,2,መጋቢት 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,7,30,መጋቢት 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,8,2,ሚያዝያ 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,8,15,ሚያዝያ 15,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,8,30,ሚያዝያ 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,9,2,ግንቦት 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,9,30,ግንቦት 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,10,2,ሰኔ 2,1,1,ANNUAL+MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,10,30,ሰኔ 30,1,1,ANNUAL+MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,11,2,ሐምሌ 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,11,30,ሐምሌ 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,12,2,ነሐሴ 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,12,30,ነሐሴ 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,13,1,ጳጉሜን 1,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ግእዝ,13,2,ጳጉሜን 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,1,1,መስከረም 1,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,1,2,መስከረም 2,1,1,ANNUAL+MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,1,26,መስከረም 26,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,1,30,መስከረም 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,2,2,ጥቅምት 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,2,30,ጥቅምት 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,3,2,ኅዳር 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,3,30,ኅዳር 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,4,2,ታኅሣሥ 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,4,30,ታኅሣሥ 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,5,2,ጥር 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,5,11,ጥር 11,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,5,30,ጥር 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,6,2,የካቲት 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,6,30,የካቲት 30,1,1,ANNUAL+MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,7,2,መጋቢት 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,7,30,መጋቢት 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,8,2,ሚያዝያ 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,8,15,ሚያዝያ 15,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,8,30,ሚያዝያ 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,9,2,ግንቦት 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,9,30,ግንቦት 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,10,2,ሰኔ 2,1,1,ANNUAL+MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,10,30,ሰኔ 30,1,1,ANNUAL+MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,11,2,ሐምሌ 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,11,30,ሐምሌ 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,12,2,ነሐሴ 2,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,12,30,ነሐሴ 30,0,0,MONTHLY,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,13,1,ጳጉሜን 1,1,1,ANNUAL,YES
Batch1,B,ዮሐንስ መጥምቅ,AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,አማርኛ,13,2,ጳጉሜን 2,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,1,3,መስከረም 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,2,3,ጥቅምት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,3,3,ኅዳር 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,4,3,ታኅሣሥ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,5,3,ጥር 3,1,1,ANNUAL+MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,6,3,የካቲት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,7,3,መጋቢት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,8,3,ሚያዝያ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,9,3,ግንቦት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,10,3,ሰኔ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,11,3,ሐምሌ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,12,3,ነሐሴ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-018,መልክዐ ሊባኖስ በግእዝ,ግእዝ,13,3,ጳጉሜን 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,1,3,መስከረም 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,2,3,ጥቅምት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,3,3,ኅዳር 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,4,3,ታኅሣሥ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,5,3,ጥር 3,1,1,ANNUAL+MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,6,3,የካቲት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,7,3,መጋቢት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,8,3,ሚያዝያ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,9,3,ግንቦት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,10,3,ሰኔ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,11,3,ሐምሌ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,12,3,ነሐሴ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,GZ-MEL-074,መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,ግእዝ,13,3,ጳጉሜን 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,1,3,መስከረም 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,2,3,ጥቅምት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,3,3,ኅዳር 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,4,3,ታኅሣሥ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,5,3,ጥር 3,1,1,ANNUAL+MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,6,3,የካቲት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,7,3,መጋቢት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,8,3,ሚያዝያ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,9,3,ግንቦት 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,10,3,ሰኔ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,11,3,ሐምሌ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,12,3,ነሐሴ 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ሊባኖስ,AM-MEL-053,የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ,አማርኛ,13,3,ጳጉሜን 3,0,0,MONTHLY,YES
Batch1,B,አቡነ ተከስተ ብርሃን,GZ-MEL-091,መልክዐ አቡነ ተከስተ ብርሃን በግእዝ,ግእዝ,7,10,መጋቢት 10,1,1,ANNUAL,YES
Batch1,B,አቡነ ተከስተ ብርሃን,AM-MEL-056,የአቡነ ተከስተ ብርሃን መልክዕ በአማርኛ,አማርኛ,7,10,መጋቢት 10,1,1,ANNUAL,YES
Batch1,B,አቡነ አባለ ክርስቶስ,GZ-MEL-096,መልክዐ አቡነ አባለ ክርስቶስ በግእዝ,ግእዝ,4,19,ታኅሣሥ 19,1,1,ANNUAL,YES
Batch1,B,አቡነ አባለ ክርስቶስ,GZ-MEL-096,መልክዐ አቡነ አባለ ክርስቶስ በግእዝ,ግእዝ,6,19,የካቲት 19,1,1,ANNUAL,YES
Batch1,B,አቡነ አባለ ክርስቶስ,AM-MEL-060,የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,አማርኛ,4,19,ታኅሣሥ 19,1,1,ANNUAL,YES
Batch1,B,አቡነ አባለ ክርስቶስ,AM-MEL-060,የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,አማርኛ,6,19,የካቲት 19,1,1,ANNUAL,YES
Batch1,B,አብርሃም,GZ-MEL-098,መልክዐ አቡነ አብርሃም በግእዝ,ግእዝ,11,7,ሐምሌ 7,1,1,ANNUAL,YES
Batch1,B,አብርሃም,GZ-MEL-098,መልክዐ አቡነ አብርሃም በግእዝ,ግእዝ,12,28,ነሐሴ 28,1,1,ANNUAL,YES
Batch1,B,አብርሃም,AM-MEL-063,የአባታችን አብርሃም መልክዕ በአማርኛ,አማርኛ,11,7,ሐምሌ 7,1,1,ANNUAL,YES
Batch1,B,አብርሃም,AM-MEL-063,የአባታችን አብርሃም መልክዕ በአማርኛ,አማርኛ,12,28,ነሐሴ 28,1,1,ANNUAL,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,1,9,መስከረም 9,0,0,MONTHLY,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,2,9,ጥቅምት 9,0,0,MONTHLY,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,3,9,ኅዳር 9,0,0,MONTHLY,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,4,9,ታኅሣሥ 9,0,0,MONTHLY,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,5,9,ጥር 9,0,0,MONTHLY,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,6,9,የካቲት 9,0,0,MONTHLY,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,7,9,መጋቢት 9,0,0,MONTHLY,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,8,9,ሚያዝያ 9,0,0,MONTHLY,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,9,4,ግንቦት 4,1,1,ANNUAL,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,9,9,ግንቦት 9,0,0,MONTHLY,YES
Batch1,B,መልከ ጼዴቅ,GZ-MEL-075,መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,ግእዝ,10,9,ሰኔ 9,0,0,MONTHLY,YES
