batch,section,group,book_id,title,language,final_dates,annual_dates_must_be_1,monthly_days,db_dates_is_annual_1,db_dates_is_annual_0,overlap_annual_plus_monthly_must_be_1,count_1,count_0,rows_expected,rows_in_db,flag_status,problem
Batch2,B,ኢያቄም ወሐና,GZ-MEL-022,መልክዐ ሐና በግእዝ,ግእዝ,"መስከረም 7, መስከረም 12, ታኅሣሥ 3, ታኅሣሥ 13, ሚያዝያ 7, ግንቦት 1, ነሐሴ 1, ነሐሴ 7, ኅዳር 11 / Monthly Day 1, 3, 11","መስከረም 7, መስከረም 12, ታኅሣሥ 3, ታኅሣሥ 13, ሚያዝያ 7, ግንቦት 1, ነሐሴ 1, ነሐሴ 7, ኅዳር 11","1, 3, 11","መስከረም 7, መስከረም 12, ኅዳር 11, ታኅሣሥ 3, ታኅሣሥ 13, ሚያዝያ 7, ግንቦት 1, ነሐሴ 1, ነሐሴ 7","መስከረም 1, መስከረም 3, መስከረም 11, ጥቅምት 1, ጥቅምት 3, ጥቅምት 11, ኅዳር 1, ኅዳር 3, ታኅሣሥ 1, ታኅሣሥ 11, ጥር 1, ጥር 3, ጥር 11, የካቲት 1, የካቲት 3, የካቲት 11, መጋቢት 1, መጋቢት 3, መጋቢት 11, ሚያዝያ 1, ሚያዝያ 3, ሚያዝያ 11, ግንቦት 3, ግንቦት 11, ሰኔ 1, ሰኔ 3, ሰኔ 11, ሐምሌ 1, ሐምሌ 3, ሐምሌ 11, ነሐሴ 3, ነሐሴ 11, ጳጉሜን 1, ጳጉሜን 3","ኅዳር 11, ታኅሣሥ 3, ግንቦት 1, ነሐሴ 1",9,34,43,43,PASS,
Batch2,B,ኢያቄም ወሐና,GZ-MEL-133,መልክዐ ኢያቄም በግእዝ,ግእዝ,"መስከረም 7, መስከረም 12, ታኅሣሥ 3, ታኅሣሥ 13, ሚያዝያ 7, ግንቦት 1, ነሐሴ 1, ነሐሴ 7, ኅዳር 11 / Monthly Day 1, 3, 11","መስከረም 7, መስከረም 12, ታኅሣሥ 3, ታኅሣሥ 13, ሚያዝያ 7, ግንቦት 1, ነሐሴ 1, ነሐሴ 7, ኅዳር 11","1, 3, 11","መስከረም 7, መስከረም 12, ኅዳር 11, ታኅሣሥ 3, ታኅሣሥ 13, ሚያዝያ 7, ግንቦት 1, ነሐሴ 1, ነሐሴ 7","መስከረም 1, መስከረም 3, መስከረም 11, ጥቅምት 1, ጥቅምት 3, ጥቅምት 11, ኅዳር 1, ኅዳር 3, ታኅሣሥ 1, ታኅሣሥ 11, ጥር 1, ጥር 3, ጥር 11, የካቲት 1, የካቲት 3, የካቲት 11, መጋቢት 1, መጋቢት 3, መጋቢት 11, ሚያዝያ 1, ሚያዝያ 3, ሚያዝያ 11, ግንቦት 3, ግንቦት 11, ሰኔ 1, ሰኔ 3, ሰኔ 11, ሐምሌ 1, ሐምሌ 3, ሐምሌ 11, ነሐሴ 3, ነሐሴ 11, ጳጉሜን 1, ጳጉሜን 3","ኅዳር 11, ታኅሣሥ 3, ግንቦት 1, ነሐሴ 1",9,34,43,43,PASS,
Batch2,B,ኢየሱስ ሞዐ,AM-GDL-026,ገድለ አቡነ ኢየሱስ ሞዐ በአማርኛ,አማርኛ,ኅዳር 26 / Monthly Day 26,ኅዳር 26,26,ኅዳር 26,"መስከረም 26, ጥቅምት 26, ታኅሣሥ 26, ጥር 26, የካቲት 26, መጋቢት 26, ሚያዝያ 26, ግንቦት 26, ሰኔ 26, ሐምሌ 26, ነሐሴ 26",ኅዳር 26,1,11,12,12,PASS,
Batch2,B,ኢየሱስ ሞዐ,GZ-MEL-130,መልክዐ ኢየሱስ ሞዐ በግእዝ,ግእዝ,ኅዳር 26 / Monthly Day 26,ኅዳር 26,26,ኅዳር 26,"መስከረም 26, ጥቅምት 26, ታኅሣሥ 26, ጥር 26, የካቲት 26, መጋቢት 26, ሚያዝያ 26, ግንቦት 26, ሰኔ 26, ሐምሌ 26, ነሐሴ 26",ኅዳር 26,1,11,12,12,PASS,
Batch2,B,ምክሐ ምእመናን,GZ-MIK-001,ምክሐ ምእመናን በግእዝ,ግእዝ,ግንቦት 12,ግንቦት 12,,ግንቦት 12,,,1,0,1,1,PASS,
Batch2,B,ምክሐ ምእመናን,GZ-MIK-002,ምክሓ ምእመናን በግእዝ,ግእዝ,ግንቦት 12,ግንቦት 12,,ግንቦት 12,,,1,0,1,1,PASS,
Batch2,C,መባዓ ጽዮን,AM-GDL-022,የመባዓ ጽዮን ገድል በአማርኛ,አማርኛ,ጥቅምት 27 / Monthly Day 27,ጥቅምት 27,27,ጥቅምት 27,"መስከረም 27, ኅዳር 27, ታኅሣሥ 27, ጥር 27, የካቲት 27, መጋቢት 27, ሚያዝያ 27, ግንቦት 27, ሰኔ 27, ሐምሌ 27, ነሐሴ 27",ጥቅምት 27,1,11,12,12,PASS,
Batch2,C,የሰኔ ጎልጎታ,AM-GOL-001,የሰኔ ጎልጎታ በአማርኛ,አማርኛ,Monthly Day 21,,21,,"መስከረም 21, ጥቅምት 21, ኅዳር 21, ታኅሣሥ 21, ጥር 21, የካቲት 21, መጋቢት 21, ሚያዝያ 21, ግንቦት 21, ሰኔ 21, ሐምሌ 21, ነሐሴ 21",,0,12,12,12,PASS,
Batch2,C,ዘርዐ አብርሃም,GZ-GDL-013,ገድለ ዘርዐ አብርሃም በግእዝ,ግእዝ,ታኅሣሥ 24,ታኅሣሥ 24,,ታኅሣሥ 24,,,1,0,1,1,PASS,
Batch2,C,ተክለ ሐዋርያት,GZ-GDL-017,ገድለ አቡነ ተክለ ሐዋርያት በግእዝ,ግእዝ,ኅዳር 27,ኅዳር 27,,ኅዳር 27,,,1,0,1,1,PASS,
Batch2,C,መዝራዕተ ክርስቶስ,GZ-GDL-023,ገድለ አቡነ መዝራዕተ ክርስቶስ በግእዝ,ግእዝ,ግንቦት 29,ግንቦት 29,,ግንቦት 29,,,1,0,1,1,PASS,
Batch2,C,አፍኒን,GZ-MEL-010,መልክዐ ሊቀ መላእክት ቅዱስ አፍኒን በግእዝ,ግእዝ,ኅዳር 8,ኅዳር 8,,ኅዳር 8,,,1,0,1,1,PASS,
Batch2,C,ሕፃን ሞዐ,GZ-MEL-025,መልክዐ ሕፃን ሞዐ በግእዝ,ግእዝ,ሐምሌ 25,ሐምሌ 25,,ሐምሌ 25,,,1,0,1,1,PASS,
Batch3,C,ቁስቋም,GZ-MEL-045,መልክዐ ቁስቋም በግእዝ,ግእዝ,ኅዳር 6 / Monthly Day 6,ኅዳር 6,6,ኅዳር 6,"መስከረም 6, ጥቅምት 6, ታኅሣሥ 6, ጥር 6, የካቲት 6, መጋቢት 6, ሚያዝያ 6, ግንቦት 6, ሰኔ 6, ሐምሌ 6, ነሐሴ 6, ጳጉሜን 6",ኅዳር 6,1,12,13,13,PASS,
Batch3,C,አግናጥዮስ,GZ-MEL-058,መልክዐ ቅዱስ አግናጥዮስ ምጥው ለአንበሳ በግእዝ,ግእዝ,"ጥቅምት 26, ታኅሣሥ 24, ሐምሌ 1, ሐምሌ 7 / Monthly Day 7","ጥቅምት 26, ታኅሣሥ 24, ሐምሌ 1, ሐምሌ 7",7,"ጥቅምት 26, ታኅሣሥ 24, ሐምሌ 1, ሐምሌ 7","መስከረም 7, ጥቅምት 7, ኅዳር 7, ታኅሣሥ 7, ጥር 7, የካቲት 7, መጋቢት 7, ሚያዝያ 7, ግንቦት 7, ሰኔ 7, ነሐሴ 7",ሐምሌ 7,4,11,15,15,PASS,
Batch3,C,ነአኵቶ ለአብ,GZ-MEL-071,መልክዐ ነአኵቶ ለአብ በግእዝ,ግእዝ,"ኅዳር 1, ኅዳር 3","ኅዳር 1, ኅዳር 3",,"ኅዳር 1, ኅዳር 3",,,2,0,2,2,PASS,
Batch3,C,ሠምረ ክርስቶስ,GZ-MEL-082,መልክዐ አቡነ ሠምረ ክርስቶስ በግእዝ,ግእዝ,ጥር 20,ጥር 20,,ጥር 20,,,1,0,1,1,PASS,
Batch3,C,ሳሙኤል ሣልስ,GZ-MEL-084,መልክዐ አቡነ ሳሙኤል በግእዝ ሣልስ በግእዝ,ግእዝ,"ጥቅምት 29, ታኅሣሥ 12, ታኅሣሥ 23, ሚያዝያ 12 / Monthly Day 12","ጥቅምት 29, ታኅሣሥ 12, ታኅሣሥ 23, ሚያዝያ 12",12,"ጥቅምት 29, ታኅሣሥ 12, ታኅሣሥ 23, ሚያዝያ 12","መስከረም 12, ጥቅምት 12, ኅዳር 12, ጥር 12, የካቲት 12, መጋቢት 12, ግንቦት 12, ሰኔ 12, ሐምሌ 12, ነሐሴ 12","ታኅሣሥ 12, ሚያዝያ 12",4,10,14,14,PASS,
Batch3,C,ሴት,GZ-MEL-087,መልክዐ አቡነ ሴት በግእዝ,ግእዝ,ኅዳር 24,ኅዳር 24,,ኅዳር 24,,,1,0,1,1,PASS,
Batch3,C,ቡሩከ አምላክ,GZ-MEL-088,መልክዐ አቡነ ቡሩከ አምላክ ዘደብረ ኮል በግእዝ,ግእዝ,ነሐሴ 14,ነሐሴ 14,,ነሐሴ 14,,,1,0,1,1,PASS,
Batch3,C,ብፁዓ አምላክ,GZ-MEL-089,መልክዐ አቡነ ብፁዓ አምላክ ዘደብረ ምዕዋን ወዘደብረ ኰዳዱ በግእዝ,ግእዝ,"ታኅሣሥ 1, ግንቦት 9","ታኅሣሥ 1, ግንቦት 9",,"ታኅሣሥ 1, ግንቦት 9",,,2,0,2,2,PASS,
Batch3,C,አብራንዮስ,GZ-MEL-097,መልክዐ አቡነ አብራንዮስ ዘደብር ጥሉል በግእዝ,ግእዝ,"ኅዳር 22, ሰኔ 22","ኅዳር 22, ሰኔ 22",,"ኅዳር 22, ሰኔ 22",,,2,0,2,2,PASS,
Batch3,C,ዮስጢኖስ,GZ-MEL-112,መልክዐ አቡነ ዮስጢኖስ በግእዝ,ግእዝ,ነሐሴ 16,ነሐሴ 16,,ነሐሴ 16,,,1,0,1,1,PASS,
Batch3,C,ጼዋ ለጽድቅ,GZ-MEL-116,መልክዐ አቡነ ጼዋ ለጽድቅ በግእዝ,ግእዝ,ኅዳር 29,ኅዳር 29,,ኅዳር 29,,,1,0,1,1,PASS,
Batch3,C,አባ ኖብ,GZ-MEL-122,መልክዐ አባ ኖብ ሰማዕት በግእዝ,ግእዝ,"መስከረም 18, ኅዳር 7, የካቲት 5, መጋቢት 9, ሰኔ 19, ሰኔ 23, ሐምሌ 24","መስከረም 18, ኅዳር 7, የካቲት 5, መጋቢት 9, ሰኔ 19, ሰኔ 23, ሐምሌ 24",,"መስከረም 18, ኅዳር 7, የካቲት 5, መጋቢት 9, ሰኔ 19, ሰኔ 23, ሐምሌ 24",,,7,0,7,7,PASS,
Batch3,C,ዓቢየ እግዚእ,GZ-MEL-145,መልክዐ ዓቢየ እግዚእ በግእዝ,ግእዝ,"ግንቦት 19, ነሐሴ 10, ነሐሴ 13 / Monthly Day 19","ግንቦት 19, ነሐሴ 10, ነሐሴ 13",19,"ግንቦት 19, ነሐሴ 10, ነሐሴ 13","መስከረም 19, ጥቅምት 19, ኅዳር 19, ታኅሣሥ 19, ጥር 19, የካቲት 19, መጋቢት 19, ሚያዝያ 19, ሰኔ 19, ሐምሌ 19, ነሐሴ 19",ግንቦት 19,3,11,14,14,PASS,
Batch3,C,ዘባርክናሃ,GZ-MEL-160,መልክዐ ጻድቃን ዘባርክናሃ በግእዝ,ግእዝ,ታኅሣሥ 29,ታኅሣሥ 29,,ታኅሣሥ 29,,,1,0,1,1,PASS,
Batch3,C,ጴጥሮስ,GZ-TSE-007,ጸሎቱ ለጴጥሮስ በግእዝ,ግእዝ,"ታኅሣሥ 1, የካቲት 9, ሰኔ 21, ሐምሌ 5, ነሐሴ 7 / Monthly Day 5","ታኅሣሥ 1, የካቲት 9, ሰኔ 21, ሐምሌ 5, ነሐሴ 7",5,"ታኅሣሥ 1, የካቲት 9, ሰኔ 21, ሐምሌ 5, ነሐሴ 7","መስከረም 5, ጥቅምት 5, ኅዳር 5, ታኅሣሥ 5, ጥር 5, የካቲት 5, መጋቢት 5, ሚያዝያ 5, ግንቦት 5, ሰኔ 5, ነሐሴ 5, ጳጉሜን 5",ሐምሌ 5,5,12,17,17,PASS,
