batch,#,section,group,canonical_group,book_id,title,language,final_dates,decision_source,status
Batch6,319,F,ጰራቅሊጦስ,ጰራቅሊጦስ,AM-MEL-029,መልክዐ ጰራቅሊጦስ በአማርኛ,አማርኛ,Movable: ጰንጠቆስጤ / Monthly Day 7,Major Movable Lord's Feast + Sinksar Monthly,verified
Batch6,320,F,ጰራቅሊጦስ,ጰራቅሊጦስ,GZ-MEL-157,መልክዐ ጰራቅሊጦስ በግእዝ,ግእዝ,Movable: ጰንጠቆስጤ / Monthly Day 7,Major Movable Lord's Feast + Sinksar Monthly,verified
Batch6,321,F,ፍልሰተ ማርያም,ፍልሰተ ማርያም,AM-MEL-030,መልክዐ ፍልሰታ በአማርኛ,አማርኛ,"ነሐሴ 1 - 16 (ጾመ ፍልሠታ ሙሉ ፲፮ ቀናት: ነሐሴ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",Sinksar Canonical Fast of Filseta (ALL 16 DAYS CONTINUOUS RANGE: ነሐሴ 1 to 16),verified
Batch6,322,F,ፍልሰተ ማርያም,ፍልሰተ ማርያም,AM-SEL-001,ሰላም ለፍልሰተ ሥጋኪ በአማርኛ,አማርኛ,"ነሐሴ 1 - 16 (ጾመ ፍልሠታ ሙሉ ፲፮ ቀናት: ነሐሴ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",Sinksar Canonical Fast of Filseta (ALL 16 DAYS CONTINUOUS RANGE: ነሐሴ 1 to 16),verified
Batch6,323,F,ፍልሰተ ማርያም,ፍልሰተ ማርያም,GZ-SEL-001,ሰላም ለፍልሰተ ሥጋኪ በግእዝ,ግእዝ,"ነሐሴ 1 - 16 (ጾመ ፍልሠታ ሙሉ ፲፮ ቀናት: ነሐሴ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",Sinksar Canonical Fast of Filseta (ALL 16 DAYS CONTINUOUS RANGE: ነሐሴ 1 to 16),verified
Batch6,324,F,ፍልሰተ ማርያም,ፍልሰተ ማርያም,GZ-MEL-163,መልክዐ ፍልሰታ በግእዝ,ግእዝ,"ነሐሴ 1 - 16 (ጾመ ፍልሠታ ሙሉ ፲፮ ቀናት: ነሐሴ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",Sinksar Canonical Fast of Filseta (ALL 16 DAYS CONTINUOUS RANGE: ነሐሴ 1 to 16),verified
Batch6,325,F,መልክዐ ሥዕል,መልክዐ ሥዕል,AM-MEL-032,ኹለተኛ መልክዐ ሥዕል በአማርኛ,አማርኛ,"መስከረም 26, ኅዳር 5 / Monthly Day 21",Sinksar Canonical Cycle,verified
Batch6,326,F,መልክዐ ሥዕል,መልክዐ ሥዕል,GZ-MEL-037,መልክዐ ሥዕል ካልእ በግእዝ,ግእዝ,"መስከረም 26, ኅዳር 5 / Monthly Day 21",Sinksar Canonical Cycle,verified
Batch6,327,F,መልክዐ ሥዕል,መልክዐ ሥዕል,TI-MEL-001,መልክአ ሥዕል ብትግርኛ,ትግርኛ,"መስከረም 26, ኅዳር 5 / Monthly Day 21",Sinksar Canonical Cycle,verified
Batch6,328,F,ቅዱስ ታዴዎስ,ቅዱስ ታዴዎስ ሐዋርያ,AM-MEL-033,የሐዋርያው የቅዱስ ታዴዎስ መልክዕ በአማርኛ,አማርኛ,"ሐምሌ 2, ሐምሌ 29 / Monthly Day 2",Sinksar Canonical Cycle,verified
Batch6,329,F,ቅዱስ ታዴዎስ,ቅዱስ ታዴዎስ ሐዋርያ,GZ-MEL-055,መልክዐ ቅዱስ ታዴዎስ በግእዝ,ግእዝ,"ሐምሌ 2, ሐምሌ 29 / Monthly Day 2",Sinksar Canonical Cycle,verified
Batch6,330,F,ቅዱስ ጊጋር,ቅዱስ ጊጋር ሰማዕት,AM-MEL-036,የሰማዕቱ ቅዱስ ጊጋር መልክዕ በአማርኛ,አማርኛ,ነሐሴ 16,Sinksar 100% Match,verified
Batch6,331,F,ሠለስቱ ደቂቅ,ሠለስቱ ደቂቅ,AM-MEL-037,የቅዱሳን ሠለስቱ ደቂቅ መልክዕ በአማርኛ,አማርኛ,"ታኅሣሥ 2, ታኅሣሥ 19, ግንቦት 10",Sinksar Canonical Cycle,verified
Batch6,332,F,ሠለስቱ ደቂቅ,ሠለስቱ ደቂቅ,GZ-MEL-047,መልክዐ ቅዱሳን ሠለስቱ ደቂቅ በግእዝ,ግእዝ,"ታኅሣሥ 2, ታኅሣሥ 19, ግንቦት 10",Sinksar Canonical Cycle,verified
Batch6,333,F,ቅዱስ ማርቆስ,ቅዱስ ማርቆስ ወንጌላዊ,AM-MEL-042,የቅዱስ ማርቆስ 2ኛ መልክዕ በአማርኛ,አማርኛ,"ጥቅምት 30, ሚያዝያ 30 / Monthly Day 30",Sinksar Canonical Cycle,verified
Batch6,334,F,ቅዱስ ማርቆስ,ቅዱስ ማርቆስ ወንጌላዊ,GZ-MEL-030,መልክዐ ማርቆስ በግእዝ,ግእዝ,"ጥቅምት 30, ሚያዝያ 30 / Monthly Day 30",Sinksar Canonical Cycle,verified
Batch6,335,F,ቅዱስ ማርቆስ,ቅዱስ ማርቆስ ወንጌላዊ,GZ-MEL-053,መልክዐ ቅዱስ ማርቆስ ካልእ በግእዝ,ግእዝ,"ጥቅምት 30, ሚያዝያ 30 / Monthly Day 30",Sinksar Canonical Cycle,verified
Batch6,336,F,ቅዱስ ሩፋኤል,ቅዱስ ሩፋኤል ሊቀ መላእክት,AM-MEL-043,የቅዱስ ሩፋኤል መልክዕ በአማርኛ,አማርኛ,ጳጉሜ 3 / Monthly Day 13,Sinksar Canonical Cycle,verified
Batch6,337,F,ቅዱስ ሩፋኤል,ቅዱስ ሩፋኤል ሊቀ መላእክት,GZ-DRS-009,ድርሳን ቅዱስ ሩፋኤል በግእዝ,ግእዝ,ጳጉሜ 3 / Monthly Day 13,Sinksar Canonical Cycle,verified
Batch6,338,F,ቅዱስ ሩፋኤል,ቅዱስ ሩፋኤል ሊቀ መላእክት,GZ-MEL-006,መልክዐ ሊቀ መላእክት ቅዱስ ሩፋኤል በግእዝ,ግእዝ,ጳጉሜ 3 / Monthly Day 13,Sinksar Canonical Cycle,verified
Batch6,339,F,ቅዱስ አቦሊ,ቅዱስ አቦሊ ሰማዕት,AM-MEL-044,የቅዱስ አቦሊ መልክዕ በአማርኛ,አማርኛ,"መስከረም 26, ነሐሴ 1 / Monthly Day 1",Sinksar Canonical Cycle,verified
Batch6,340,F,ቅዱስ አቦሊ,ቅዱስ አቦሊ ሰማዕት,GZ-MEL-057,መልክዐ ቅዱስ አቦሊ በግእዝ,ግእዝ,"መስከረም 26, ነሐሴ 1 / Monthly Day 1",Sinksar Canonical Cycle,verified
Batch6,341,F,ቅዱስ እንድርያስ,ቅዱስ እንድርያስ ሐዋርያ,AM-MEL-046,የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ,አማርኛ,"ታኅሣሥ 4, ሐምሌ 30, ነሐሴ 30 / Monthly Day 4",Sinksar Canonical Cycle,verified
Batch6,342,F,ቅዱስ እንድርያስ,ቅዱስ እንድርያስ ሐዋርያ,GZ-MEL-137,መልክዐ እንድርያስ ሐዋርያ በግእዝ,ግእዝ,"ታኅሣሥ 4, ሐምሌ 30, ነሐሴ 30 / Monthly Day 4",Sinksar Canonical Cycle,verified
Batch6,343,F,ቅዱስ ዳዊት,ቅዱስ ዳዊት ንጉሥ,AM-MEL-049,የቅዱስ ዳዊት መልክዕ በአማርኛ,አማርኛ,"ታኅሣሥ 23, ሚያዝያ 6 / Monthly Day 23",Sinksar 100% Match,verified
Batch6,344,F,ቅዱስ ዳዊት,ቅዱስ ዳዊት ንጉሥ,GZ-MEL-064,መልክዐ ቅዱስ ዳዊት በግእዝ,ግእዝ,"ታኅሣሥ 23, ሚያዝያ 6 / Monthly Day 23",Sinksar 100% Match,verified
Batch6,345,F,አቡነ ሳሙኤል,አቡነ ሳሙኤል ዘዋልድባ,AM-MEL-054,የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ,አማርኛ,ታኅሣሥ 12 / Monthly Day 12,Sinksar 100% Match,verified
Batch6,346,F,አቡነ ሳሙኤል,አቡነ ሳሙኤል ዘዋልድባ,AM-MEL-055,የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ,አማርኛ,ታኅሣሥ 12 / Monthly Day 12,Sinksar 100% Match,verified
Batch6,347,F,አቡነ ሳሙኤል,አቡነ ሳሙኤል ዘዋልድባ,GZ-MEL-085,መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ,ግእዝ,ታኅሣሥ 12 / Monthly Day 12,Sinksar 100% Match,verified
Batch6,348,F,አቡነ ሳሙኤል,አቡነ ሳሙኤል ዘዋልድባ,GZ-MEL-086,መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,ግእዝ,ታኅሣሥ 12 / Monthly Day 12,Sinksar 100% Match,verified
Batch6,349,F,አቡነ ዜና ማርቆስ,አቡነ ዜና ማርቆስ,AM-MEL-062,የአቡነ ዜና ማርቆስ መልክዕ በአማርኛ,አማርኛ,ታኅሣሥ 3 / Monthly Day 3,Sinksar 100% Match,verified
Batch6,350,F,አቡነ ዜና ማርቆስ,አቡነ ዜና ማርቆስ,GZ-MEL-106,መልክዐ አቡነ ዜና ማርቆስ በግእዝ,ግእዝ,ታኅሣሥ 3 / Monthly Day 3,Sinksar 100% Match,verified
Batch6,351,F,መንገደ ሰማይ,መንገደ ሰማይ,AM-MEN-001,መንገደ ሰማይ በአማርኛ,አማርኛ,ጸሎተ ፍትሐት (Funeral & Memorial Services),Liturgical Memorial Service,verified
Batch6,352,F,ጸሎተ ንድራ,ጸሎተ ንድራ,AM-TSE-006,ጸሎተ ንድራ በአማርኛ,አማርኛ,ሚያዝያ 26 / Monthly Day 26 / Daily: ሁልጊዜ,Sinksar Canonical Covenant (St. Susenyos),verified
Batch6,353,F,ጸሎተ ንድራ,ጸሎተ ንድራ,GZ-TSE-003,ጸሎተ ንድራ በግእዝ,ግእዝ,ሚያዝያ 26 / Monthly Day 26 / Daily: ሁልጊዜ,Sinksar Canonical Covenant (St. Susenyos),verified
Batch6,354,F,ውዳሴ አምላክ,ውዳሴ አምላክ,AM-WUD-003,ውዳሴ አምላክ በአማርኛ,አማርኛ,"Weekly: ሰኞ, ማክሰኞ, ረቡዕ, ሐሙስ, አርብ, ቅዳሜ, እሁድ / Daily: ሁልጊዜ",Daily Liturgical Cycle,verified
Batch6,355,F,ውዳሴ አምላክ,ውዳሴ አምላክ,TI-WUD-002,ውዳሴ አምላክ ብትግርኛ,ትግርኛ,"Weekly: ሰኞ, ማክሰኞ, ረቡዕ, ሐሙስ, አርብ, ቅዳሜ, እሁድ / Daily: ሁልጊዜ",Daily Liturgical Cycle,verified
Batch6,356,F,ዜና አበው,ዜና አበው,AM-ZNA-002,ዜና አበው በአማርኛ,አማርኛ,"ኅዳር 4, ጥር 26",Sinksar Monastic Synaxis,verified
Batch6,357,F,ዜና ሐዋርያት,ዜና ሐዋርያት,AM-ZNA-003,ዜና ሐዋርያት በአማርኛ,አማርኛ,"ሐምሌ 5, ነሐሴ 15",Sinksar Canonical Cycle,verified
Batch6,358,F,ዜና ሐዋርያት,ዜና ሐዋርያት,GZ-GDL-032,መጽሐፈ ገድለ ቅዱሳን ሐዋርያት በግእዝ,ግእዝ,"ሐምሌ 5, ነሐሴ 15",Sinksar Canonical Cycle,verified
Batch6,359,F,ዜና ሐዋርያት,ዜና ሐዋርያት,GZ-MEL-023,መልክዐ ሐዋርያት በግእዝ,ግእዝ,"ሐምሌ 5, ነሐሴ 15",Sinksar Canonical Cycle,verified
Batch6,360,F,ማርያም,እግዝእትነ ማርያም,EN-WUD-001,HYMN OF PRAISE,እንግሊዝኛ,"Monthly Day 21 / Weekly: ሰኞ, ማክሰኞ, ረቡዕ, ሐሙስ, አርብ, ቅዳሜ, እሁድ / Daily: ሁልጊዜ",Sinksar Monthly + Daily Cycle,verified
