eth_date,day_id,saint_name,saint_core,kind,status,books_on_correct_date,all_books_exist,mapped_dates_in_tselot
10-30,300,አባ ሣሉሲ ክቡር,ሣሉሲ ክቡር,monthly,NO_BOOK,,,
10-30,300,ቅዱስ ጐርጐርዮስ ነባቤ መለኮት,ጐርጐርዮስ ነባቤ መለኮት,monthly,WRONG_DATE,,AM-SEY-001:ሰይፈ መለኮት በአማርኛ | GZ-SEY-001:ሰይፈ መለኮት በግእዝ,"None-None, None-None"
10-30,300,ቅድስት ሶፍያ ሰማዕት,ሶፍያ,monthly,NO_BOOK,,,
11-1,301,ቅዱስ አግናጥዮስ ሐዋርያዊ ሰማዕት,አግናጥዮስ ሐዋርያዊ,annual,CORRECT,GZ-MEL-058:መልክዐ ቅዱስ አግናጥዮስ ምጥው ለአንበሳ በግእዝ,GZ-MEL-058:መልክዐ ቅዱስ አግናጥዮስ ምጥው ለአንበሳ በግእዝ,"1-7, 2-7, 2-26, 3-7, 4-7, 4-24, 5-7, 6-7, 7-7, 8-7"
11-1,301,አበው ቅዱሳን ብዮክና ብንያሚን,አበው ቅዱሳን ብዮክና ብንያሚን,annual,WRONG_DATE,,AM-ZNA-002:ዜና አበው በአማርኛ,"3-4, 5-26"
11-1,301,ቅድስት ቅፍሮንያ (ሰማዕት ወጻድቅት),ቅፍሮንያ,annual,NO_BOOK,,,
11-1,301,ቅዱስ ቶማስ ሐዋርያ,ቶማስ,annual,WRONG_DATE,,GZ-MEL-094:መልክዐ አቡነ ቶማስ ዘዘናቁዴ በግእዝ,3-3
11-1,301,አቡነ ገብረ መድኅን ጻድቅ,ገብረ መድኅን,annual,WRONG_DATE,,GZ-MEL-090:መልክዐ አቡነ ተንሥአ መድኅን በግእዝ | GZ-MEL-151:መልክዐ ገብረ መንፈስ ቅዱስ በግእዝ | GZ-MEL-152:መልክዐ ገብረ መንፈስ ቅዱስ ካልዕ በግእዝ | GZ-MEL-153:መልክዐ ገብረ ክርስቶስ በግእዝ | AM-GDL-007:ገድለ አቡነ ገብረ መንፈስ ቅዱስ በአማርኛ,"None-None, 1-5, 1-5, 1-5, 2-5, 2-5, 2-5, 2-14, 3-5, 3-5"
11-1,301,አባ ክልዮስ ዘሮሜ,ክልዮስ ዘሮሜ,annual,NO_BOOK,,,
11-1,301,ልደታ ለማርያም ድንግል እግዝእትነ,ልደታ ለማርያም ድንግል እግዝእትነ,monthly,CORRECT,GZ-MEL-020:መልክዐ ልደታ በግእዝ | GZ-MTS-001:መጽሐፈ ልደታ ለማርያም በግእዝ,GZ-MEL-020:መልክዐ ልደታ በግእዝ | GZ-MTS-001:መጽሐፈ ልደታ ለማርያም በግእዝ,"1-1, 1-1, 2-1, 2-1, 3-1, 3-1, 4-1, 4-1, 5-1, 5-1"
11-1,301,ቅዱሳን ኢያቄም ወሐና,ኢያቄም ወሐና,monthly,CORRECT,GZ-MEL-133:መልክዐ ኢያቄም በግእዝ | AM-DRS-001:የቅዱስ ኢያቄምና- የቅድስት ሐና ድርሳን በአማርኛ | GZ-DRS-007:ድርሳን ዘቅዱስ ኢያቄም ወቅድስት ሐና በግእዝ,GZ-MEL-133:መልክዐ ኢያቄም በግእዝ | AM-DRS-001:የቅዱስ ኢያቄምና- የቅድስት ሐና ድርሳን በአማርኛ | GZ-DRS-007:ድርሳን ዘቅዱስ ኢያቄም ወቅድስት ሐና በግእዝ,"1-1, 1-1, 1-1, 1-3, 1-3, 1-3, 1-7, 1-7, 1-7, 1-11"
11-1,301,ቅዱስ ራጉኤል ሊቀ መላዕክት,ራጉኤል ሊቀ መላዕክት,monthly,CORRECT,AM-MEL-014:መልክዐ ቅዱስ ራጉኤል በአማርኛ | GZ-MEL-007:መልክዐ ሊቀ መላእክት ቅዱስ ራጉኤል በግእዝ | GZ-DRS-003:ድርሳነ ቅዱስ ራጉኤል በግእዝ | AM-DRS-010:ድርሳነ ቅዱስ ራጉኤል በአማርኛ,AM-MEL-014:መልክዐ ቅዱስ ራጉኤል በአማርኛ | GZ-MEL-007:መልክዐ ሊቀ መላእክት ቅዱስ ራጉኤል በግእዝ | GZ-DRS-003:ድርሳነ ቅዱስ ራጉኤል በግእዝ | AM-DRS-010:ድርሳነ ቅዱስ ራጉኤል በአማርኛ,"1-1, 1-1, 1-1, 1-1, 2-1, 2-1, 2-1, 2-1, 3-1, 3-1"
11-1,301,ቅዱስ በርተሎሜዎስ ሐዋርያ,በርተሎሜዎስ,monthly,NO_BOOK,,,
11-1,301,ቅዱስ ሚልኪ ትሩፈ ምግባር,ሚልኪ ትሩፈ ምግባር,monthly,NO_BOOK,,,
11-2,302,ቅዱስ ታዴዎስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት),ታዴዎስ ሐዋርያ,annual,CORRECT,AM-MEL-033:የሐዋርያው የቅዱስ ታዴዎስ መልክዕ በአማርኛ | GZ-MEL-055:መልክዐ ቅዱስ ታዴዎስ በግእዝ,AM-MEL-033:የሐዋርያው የቅዱስ ታዴዎስ መልክዕ በአማርኛ | AM-MEL-046:የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ | GZ-MEL-023:መልክዐ ሐዋርያት በግእዝ | GZ-MEL-055:መልክዐ ቅዱስ ታዴዎስ በግእዝ | GZ-MEL-137:መልክዐ እንድርያስ ሐዋርያ በግእዝ | GZ-GDL-017:ገድለ አቡነ ተክለ ሐዋርያት በግእዝ | GZ-GDL-032:መጽሐፈ ገድለ ቅዱሳን ሐዋርያት በግእዝ | AM-ZNA-003:ዜና ሐዋርያት በአማርኛ,"1-2, 1-2, 1-4, 1-4, 2-2, 2-2, 2-4, 2-4, 3-2, 3-2"
11-2,302,ቅዱስ ዮሐንስ መጥምቀ መለኮት,ዮሐንስ መጥምቀ መለኮት,monthly,CORRECT,AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-020:መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | AM-SEY-001:ሰይፈ መለኮት በአማርኛ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-104:መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ | GZ-MEL-109:መልክዐ አቡነ ዮሐንስ ከማ በግእዝ | GZ-MEL-110:መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | GZ-SEY-001:ሰይፈ መለኮት በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ | GZ-GDL-018:ገድለ አቡነ ዮሐንስ በግእዝ | AM-GDL-027:ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,"None-None, None-None, 1-1, 1-1, 1-2, 1-2, 1-4, 1-4, 1-4, 1-4"
11-2,302,ቅዱስ ኢዮብ ጻድቅ ተአጋሲ,ኢዮብ ጻድቅ ተአጋሲ,monthly,NO_BOOK,,,
11-2,302,ቅዱስ አቤል ጻድቅ,አቤል,monthly,NO_BOOK,,,
11-2,302,ቅዱስ አባ ዻውሊ ገዳማዊ (ታላቁ),ዻውሊ ገዳማዊ,monthly,NO_BOOK,,,
11-2,302,ቅዱስ ሳዊሮስ ዘአንጾኪያ,ሳዊሮስ ዘአንጾኪያ,monthly,NO_BOOK,,,
11-2,302,አባ ሕርያቆስ ዘሃገረ ብሕንሳ,ሕርያቆስ ዘሃገረ ብሕንሳ,monthly,NO_BOOK,,,
11-3,303,ቅዱስ ቄርሎስ ሊቅ (ዓምደ ሃይማኖት),ቄርሎስ ሊቅ,annual,NO_BOOK,,,
11-3,303,ቅዱስ ክልስቲያኖስ ዘሮሜ (ታላቅ ጻድቅ ሊቀ ዻዻሳት),ክልስቲያኖስ ዘሮሜ,annual,NO_BOOK,,,
11-3,303,አባ ሉቅያስ ኤዺስ ቆዾስ,ሉቅያስ ኤዺስ ቆዾስ,annual,NO_BOOK,,,
11-3,303,በዓታ ለእግዝእትነ ማርያም ድንግል ወላዲተ አምላክ,በዓታ ለእግዝእትነ ማርያም ድንግል ወላዲተ አምላክ,monthly,WRONG_DATE,,AM-WUD-003:ውዳሴ አምላክ በአማርኛ | GZ-MEL-088:መልክዐ አቡነ ቡሩከ አምላክ ዘደብረ ኮል በግእዝ | GZ-MEL-089:መልክዐ አቡነ ብፁዓ አምላክ ዘደብረ ምዕዋን ወዘደብረ ኰዳዱ በግእዝ | TI-WUD-002:ውዳሴ አምላክ ብትግርኛ,"None-None, None-None, 4-1, 9-9, 12-14"
11-3,303,ቅዱሳን ኢያቄም ወሐና,ኢያቄም ወሐና,monthly,CORRECT,GZ-MEL-133:መልክዐ ኢያቄም በግእዝ | AM-DRS-001:የቅዱስ ኢያቄምና- የቅድስት ሐና ድርሳን በአማርኛ | GZ-DRS-007:ድርሳን ዘቅዱስ ኢያቄም ወቅድስት ሐና በግእዝ,GZ-MEL-133:መልክዐ ኢያቄም በግእዝ | AM-DRS-001:የቅዱስ ኢያቄምና- የቅድስት ሐና ድርሳን በአማርኛ | GZ-DRS-007:ድርሳን ዘቅዱስ ኢያቄም ወቅድስት ሐና በግእዝ,"1-1, 1-1, 1-1, 1-3, 1-3, 1-3, 1-7, 1-7, 1-7, 1-11"
11-3,303,ቅዱሳን ሊቃነ ካህናት አበው (ዘካርያስና ስምዖን),ሊቃነ ካህናት አበው,monthly,WRONG_DATE,,AM-DIR-001:የሰባቱ ሊቃነ መላእክት ድርሳን በአማርኛ | AM-ZNA-002:ዜና አበው በአማርኛ,"1-13, 2-13, 3-4, 3-13, 4-13, 5-13, 5-26, 6-13, 7-13, 8-13"
11-3,303,አባ ሊባኖስ ዘመጣዕ,ሊባኖስ ዘመጣዕ,monthly,CORRECT,AM-MEL-053:የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ | GZ-MEL-018:መልክዐ ሊባኖስ በግእዝ | GZ-MEL-074:መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ,AM-MEL-053:የአቡነ ሊባኖስ 2ኛ መልክዕ በአማርኛ | GZ-MEL-018:መልክዐ ሊባኖስ በግእዝ | GZ-MEL-074:መልክዐ አቡነ ሊባኖስ ካልእ በግእዝ | GZ-GDL-001:ገድለ አቡነ ፊልጶስ ዘደብረ ሊባኖስ በግእዝ,"1-3, 1-3, 1-3, 2-3, 2-3, 2-3, 3-3, 3-3, 3-3, 4-3"
11-3,303,አቡነ ዜና ማርቆስ,ዜና ማርቆስ,monthly,CORRECT,AM-MEL-062:የአቡነ ዜና ማርቆስ መልክዕ በአማርኛ | GZ-MEL-106:መልክዐ አቡነ ዜና ማርቆስ በግእዝ,AM-MEL-062:የአቡነ ዜና ማርቆስ መልክዕ በአማርኛ | GZ-MEL-106:መልክዐ አቡነ ዜና ማርቆስ በግእዝ,"1-3, 1-3, 2-3, 2-3, 3-3, 3-3, 4-3, 4-3, 5-3, 5-3"
11-3,303,አቡነ መድኃኒነ እግዚእ ዘደብረ በንኮል,መድኃኒነ እግዚእ ዘደብረ በንኮል,monthly,CORRECT,GZ-MEL-078:መልክዐ አቡነ መድኃኒነ እግዚእ በግእዝ,GZ-MEL-078:መልክዐ አቡነ መድኃኒነ እግዚእ በግእዝ,"1-3, 2-3, 3-3, 4-3, 5-3, 6-3, 7-3, 8-3, 9-3, 10-3"
11-4,304,"""፲፪ቱ"" ቅዱሳን ደቂቀ ነቢያት","""፲፪ቱ"" ቅዱሳን ደቂቀ ነቢያት",annual,WRONG_DATE,,AM-TSE-003:የነቢያት ጸሎት በአማርኛ | GZ-TSE-002:ጸሎተ ነቢያት በግእዝ | TI-MZM-002:መዝሙር መኃልይ ነቢያት ብትግርኛ,"None-None, None-None, None-None"
11-4,304,ቅዱስ ሶፎንያስ ነቢይ (ዕረፍቱ),ሶፎንያስ ነቢይ,annual,WRONG_DATE,,GZ-MEL-059:መልክዐ ቅዱስ ኤልያስ ነቢይ ሣልስ በግእዝ | AM-DRS-005:ድርሳነ ኤልያስ ነቢይ በአማርኛ,"1-6, 1-6, 2-6, 2-6, 3-6, 3-6, 4-1, 4-1, 4-6, 4-6"
11-4,304,ቅዱሳን ሰማዕታት አቡቂርና ዮሐንስ (ቅዳሴ ቤታቸው),ሰማዕታት አቡቂርና ዮሐንስ,annual,CORRECT,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-020:መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | AM-MEL-065:ጸሎተ መልክዐ ሥቃዩ ለቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | AM-MEL-066:ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | AM-MEL-067:ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ በአማርኛ | AM-SIB-001:ስብሐተ ፍቁር ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | GZ-MEL-016:መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ በግእዝ | GZ-MEL-017:መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ ካልእ በግእዝ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-104:መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ | GZ-MEL-109:መልክዐ አቡነ ዮሐንስ ከማ በግእዝ | GZ-MEL-110:መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-010:ገድለ ሰማዕታት በአማርኛ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ | GZ-GDL-018:ገድለ አቡነ ዮሐንስ በግእዝ | AM-GDL-027:ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,"1-1, 1-1, 1-2, 1-2, 1-4, 1-4, 1-4, 1-4, 1-4, 1-4"
11-4,304,ቅዱስ ዮሐንስ ወልደ ነጎድጉዋድ (ወንጌላዊው),ዮሐንስ ወልደ ነጎድጉዋድ,monthly,CORRECT,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-020:መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-104:መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ | GZ-MEL-109:መልክዐ አቡነ ዮሐንስ ከማ በግእዝ | GZ-MEL-110:መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ | GZ-GDL-018:ገድለ አቡነ ዮሐንስ በግእዝ | AM-GDL-027:ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,"1-1, 1-1, 1-2, 1-2, 1-4, 1-4, 1-4, 1-4, 1-4, 1-4"
11-4,304,ቅዱስ እንድርያስ ሐዋርያ,እንድርያስ,monthly,CORRECT,AM-MEL-046:የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ | GZ-MEL-137:መልክዐ እንድርያስ ሐዋርያ በግእዝ,AM-MEL-046:የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ | GZ-MEL-102:መልክዐ አቡነ እንድርያስ ዘደብረ ስኂን (ፅፉን) በግእዝ | GZ-MEL-103:መልክዐ አቡነ እንድርያስ ዘደብረ ጽጌ በግእዝ | GZ-MEL-137:መልክዐ እንድርያስ ሐዋርያ በግእዝ,"1-4, 1-4, 2-4, 2-4, 3-4, 3-4, 4-4, 4-4, 5-4, 5-4"
11-4,304,ቅድስት ሶፍያ ሰማዕት,ሶፍያ,monthly,NO_BOOK,,,
11-4,304,ቅዱስ ዮሐንስ ዘሐራቅሊ (ሰማዕት),ዮሐንስ ዘሐራቅሊ,monthly,CORRECT,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-020:መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-104:መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ | GZ-MEL-109:መልክዐ አቡነ ዮሐንስ ከማ በግእዝ | GZ-MEL-110:መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ | GZ-GDL-018:ገድለ አቡነ ዮሐንስ በግእዝ | AM-GDL-027:ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,"1-1, 1-1, 1-2, 1-2, 1-4, 1-4, 1-4, 1-4, 1-4, 1-4"
11-5,305,ቅዱስ ዼጥሮስ ሊቀ ሐዋርያት,ዼጥሮስ ሊቀ ሐዋርያት,annual,CORRECT,GZ-MEL-023:መልክዐ ሐዋርያት በግእዝ | GZ-GDL-032:መጽሐፈ ገድለ ቅዱሳን ሐዋርያት በግእዝ | AM-ZNA-003:ዜና ሐዋርያት በአማርኛ,GZ-MEL-023:መልክዐ ሐዋርያት በግእዝ | GZ-GDL-017:ገድለ አቡነ ተክለ ሐዋርያት በግእዝ | GZ-GDL-032:መጽሐፈ ገድለ ቅዱሳን ሐዋርያት በግእዝ | AM-ZNA-003:ዜና ሐዋርያት በአማርኛ,"3-27, 11-5, 11-5, 11-5, 12-15, 12-15, 12-15"
11-5,305,ቅዱስ ዻውሎስ ብርሃነ ዓለም,ዻውሎስ ብርሃነ ዓለም,annual,WRONG_DATE,,AM-MEL-034:የመድኀኔ ዓለም 3ኛ መልክዕ በአማርኛ | AM-MEL-035:የመድኀኔ ዓለም መልክዕ በአማርኛ | GZ-MEL-001:ሐዲስ መልክዐ መድኃኔዓለም በግእዝ | GZ-MEL-027:መልክዐ መድኀኔ ዓለም ሣልስ በግዕዝ | GZ-MEL-028:መልክዐ መድኃኔ ዓለም በግእዝ | GZ-DRS-005:ድርሳነ መድኃኔ ዓለም በግእዝ | AM-DRS-004:ድርሳነ መድኃኔ ዓለም በአማርኛ,"1-27, 1-27, 1-27, 1-27, 1-27, 1-27, 1-27, 2-27, 2-27, 2-27"
11-5,305,ቅዱሳን ፯፪ቱ አርድእት (ዛሬ ሁሉም ይታሠባሉ),፯፪ቱ አርድእት,annual,NO_BOOK,,,
11-5,305,ቅዱስ ሳቁኤል ሊቀ መላእክት,ሳቁኤል ሊቀ መላእክት,annual,WRONG_DATE,,AM-DIR-001:የሰባቱ ሊቃነ መላእክት ድርሳን በአማርኛ | AM-MEL-038:የቅዱሳን አእላፍ መላእክት 2ኛ መልክዕ በአማርኛ | GZ-MEL-004:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ሣልስ በግእዝ | GZ-MEL-005:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእዝ | GZ-MEL-006:መልክዐ ሊቀ መላእክት ቅዱስ ሩፋኤል በግእዝ | GZ-MEL-007:መልክዐ ሊቀ መላእክት ቅዱስ ራጉኤል በግእዝ | GZ-MEL-008:መልክዐ ሊቀ መላእክት ቅዱስ ሱርያል በግእዝ | GZ-MEL-009:መልክዐ ሊቀ መላእክት ቅዱስ በግእዝ | GZ-MEL-010:መልክዐ ሊቀ መላእክት ቅዱስ አፍኒን በግእዝ | GZ-MEL-011:መልክዐ ሊቀ መላእክት ቅዱስ ዑራኤል በግእዝ | GZ-MEL-012:መልክዐ ሊቀ መላእክት ቅዱስ ዑራኤል ካልእ በግእዝ | GZ-MEL-013:መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል በግእዝ | GZ-MEL-014:መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል ካልዕ (ደቅስዮስ) በግእዝ | GZ-MEL-015:መልክዐ ሊቀ መላእክት ቅዱስ ፋኑኤል በግእዝ | GZ-MEL-125:መልክዐ አእላፍ መላእክት በግእዝ | GZ-MEL-126:መልክዐ አእላፍ መላእክት ካልእ በግእዝ | GZ-MEL-165:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእ,"1-1, 1-3, 1-9, 1-9, 1-9, 1-12, 1-12, 1-12, 1-12, 1-13"
11-5,305,ቅድስት መስቀል ክብራ (የቅዱስ ላሊበላ ሚስት),መስቀል ክብራ,annual,WRONG_DATE,,AM-MEL-004:መልክዐ ሕማማተ መስቀል በአማርኛ | AM-MEL-012:መልክዐ ቅዱስ መስቀል በአማርኛ | AM-MEL-040:የቅዱስ መስቀል 3ኛ መልክዕ በአማርኛ | AM-TSE-001:የመስቀል አጥር ጸሎት በአማርኛ | AM-WUD-001:ውዳሴ መስቀል በአማርኛ | GZ-HAT-001:ሐፁረ መስቀል በግእዝ | GZ-MEL-024:መልክዐ ሕማማተ መስቀል በግእዝ | GZ-MEL-050:መልክዐ ቅዱስ መስቀል ሣልስ በግእዝ | GZ-MEL-051:መልክዐ ቅዱስ መስቀል በግእዝ | GZ-WUD-001:ውዳሴ መስቀል በግእዝ | GZ-DRS-002:ድርሳነ መስቀል በግእዝ | AM-DRS-008:ድርሳነ መስቀል በአማርኛ,"None-None, None-None, None-None, None-None, None-None, None-None, 1-10, 1-10, 1-10, 1-10"
11-5,305,ቅዱሳን ዘደብረ ዓሣ,ዘደብረ ዓሣ,annual,WRONG_DATE,,GZ-MEL-076:መልክዐ አቡነ መርቆሬዎስ ዘደብረ ድማኅ በግእዝ | GZ-MEL-080:መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ | GZ-MEL-081:መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ ካልእ | GZ-MEL-088:መልክዐ አቡነ ቡሩከ አምላክ ዘደብረ ኮል በግእዝ | GZ-MEL-089:መልክዐ አቡነ ብፁዓ አምላክ ዘደብረ ምዕዋን ወዘደብረ ኰዳዱ በግእዝ | GZ-MEL-099:መልክዐ አቡነ አብሳዲ ዘደብረ ማርያም በግእዝ | GZ-MEL-102:መልክዐ አቡነ እንድርያስ ዘደብረ ስኂን (ፅፉን) በግእዝ | GZ-MEL-103:መልክዐ አቡነ እንድርያስ ዘደብረ ጽጌ በግእዝ | GZ-MEL-107:መልክዐ አቡነ የሐንስ ዘደብረ ቢዘን በግእዝ | GZ-MEL-113:መልክዐ አቡነ ዮናስ ዘደብረ ድኁኃን ዘደብረ ጽጌ ወዘደብረ ጽዮን በግእዝ | GZ-MEL-120:መልክዐ አቡነ ፊልጶስ ዘደብረ ቢዘን በግእዝ | GZ-GDL-001:ገድለ አቡነ ፊልጶስ ዘደብረ ሊባኖስ በግእዝ,"1-13, 1-30, 2-13, 3-13, 3-13, 3-17, 4-1, 4-13, 4-16, 5-13"
11-5,305,ቅዱሳት አንስት (ዴውርስ፣ ቃርያ፣ አቅባማ፣ አቅረባንያና አክስቲያና-የቅዱስ ዼጥሮስ ተከታዮች),ቅዱሳት አንስት,annual,NO_BOOK,,,
