book_id,title,saint_core,sinksar_correct_dates,tselot_current_dates,missing_dates_to_add,extra_dates_to_remove,status
AM-GDL-015,ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በአማርኛ,መርቆሬዎስ,"[(1, 25), (2, 25), (3, 25), (3, 30), (4, 25), (6, 25), (7, 1), (7, 25), (8, 25), (9, 25), (10, 25), (12, 25)]","[(1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25)]","[(3, 30), (7, 1)]","[(5, 25), (11, 25)]",MISMATCH
GZ-MTS-001,መጽሐፈ ልደታ ለማርያም በግእዝ,ማርያም,"[(2, 30), (8, 30)]","[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]","[(2, 30), (8, 30)]","[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]",MISMATCH
AM-MEL-005,መልክዐ መቃርዮስ በአማርኛ,መቃርዮስ,"[(6, 4)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 8), (5, 27), (6, 27), (7, 13), (7, 27), (8, 27), (9, 27), (10, 27), (11, 14), (11, 27), (12, 19), (12, 27)]","[(6, 4)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 8), (5, 27), (6, 27), (7, 13), (7, 27), (8, 27), (9, 27), (10, 27), (11, 14), (11, 27), (12, 19), (12, 27)]",MISMATCH
AM-MEL-042,የቅዱስ ማርቆስ 2ኛ መልክዕ በአማርኛ,ማርቆስ,"[(2, 30), (3, 30), (4, 17), (4, 30), (8, 30)]","[(1, 30), (2, 30), (3, 30), (4, 30), (5, 30), (6, 30), (7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30)]","[(4, 17)]","[(1, 30), (5, 30), (6, 30), (7, 30), (9, 30), (10, 30), (11, 30), (12, 30)]",MISMATCH
AM-MEL-044,የቅዱስ አቦሊ መልክዕ በአማርኛ,አቦሊ,"[(4, 26), (12, 1)]","[(1, 1), (1, 26), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]","[(4, 26)]","[(1, 1), (1, 26), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]",MISMATCH
AM-MEL-049,የቅዱስ ዳዊት መልክዕ በአማርኛ,ዳዊት,"[(12, 4)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 6), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(12, 4)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 6), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]",MISMATCH
AM-MEL-051,የቅዱስ ጊዮርጊስ መልክዕ በአማርኛ,ጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",MISMATCH
AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,ኤልያስ,"[(1, 6), (2, 6), (3, 6), (5, 6), (6, 6), (7, 6), (7, 11), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(1, 6), (2, 6), (3, 6), (4, 1), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(7, 11)]","[(4, 1), (4, 6)]",MISMATCH
AM-MZM-001,መዝሙረ ዳዊት በአማርኛ,ዳዊት,"[(12, 4)]",[],"[(12, 4)]",[],MISMATCH
GZ-MEL-019,መልክዐ ላሊበላ በግዕዝ,ላሊበላ,"[(4, 29), (6, 12), (7, 29), (12, 29)]","[(1, 12), (2, 12), (3, 12), (4, 12), (4, 29), (5, 12), (6, 12), (7, 12), (7, 29), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(12, 29)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",MISMATCH
GZ-MEL-026,መልክዐ መቃርዮስ በግእዝ,መቃርዮስ,"[(6, 4)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 8), (5, 27), (6, 27), (7, 13), (7, 27), (8, 27), (9, 27), (10, 27), (11, 14), (11, 27), (12, 19), (12, 27)]","[(6, 4)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 8), (5, 27), (6, 27), (7, 13), (7, 27), (8, 27), (9, 27), (10, 27), (11, 14), (11, 27), (12, 19), (12, 27)]",MISMATCH
GZ-MEL-030,መልክዐ ማርቆስ በግእዝ,ማርቆስ,"[(2, 30), (3, 30), (4, 17), (4, 30), (8, 30)]","[(1, 30), (2, 30), (3, 30), (4, 30), (5, 30), (6, 30), (7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30)]","[(4, 17)]","[(1, 30), (5, 30), (6, 30), (7, 30), (9, 30), (10, 30), (11, 30), (12, 30)]",MISMATCH
GZ-MEL-036,መልክዐ ሥቃዩ ለጊዮርጊስ በግእዝ,ጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",MISMATCH
GZ-MEL-038,መልክዐ ሰላማ በግእዝ,ሰላማ,"[(1, 24)]","[(4, 18), (11, 26)]","[(1, 24)]","[(4, 18), (11, 26)]",MISMATCH
GZ-MEL-042,መልክዐ ሰማዕት ቅድስት አርሴማ በግእዝ,አርሴማ,"[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]","[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]",MISMATCH
GZ-MEL-053,መልክዐ ቅዱስ ማርቆስ ካልእ በግእዝ,ማርቆስ,"[(2, 30), (3, 30), (4, 17), (4, 30), (8, 30)]","[(1, 30), (2, 30), (3, 30), (4, 30), (5, 30), (6, 30), (7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30)]","[(4, 17)]","[(1, 30), (5, 30), (6, 30), (7, 30), (9, 30), (10, 30), (11, 30), (12, 30)]",MISMATCH
GZ-MEL-056,መልክዐ ቅዱስ አባዲር በግእዝ,አባዲር,"[(1, 28), (6, 7)]","[(1, 28)]","[(6, 7)]",[],MISMATCH
GZ-MEL-057,መልክዐ ቅዱስ አቦሊ በግእዝ,አቦሊ,"[(4, 26), (12, 1)]","[(1, 1), (1, 26), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]","[(4, 26)]","[(1, 1), (1, 26), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]",MISMATCH
GZ-MEL-059,መልክዐ ቅዱስ ኤልያስ ነቢይ ሣልስ በግእዝ,ኤልያስ,"[(1, 6), (2, 6), (3, 6), (5, 6), (6, 6), (7, 6), (7, 11), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(1, 6), (2, 6), (3, 6), (4, 1), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(7, 11)]","[(4, 1), (4, 6)]",MISMATCH
GZ-MEL-064,መልክዐ ቅዱስ ዳዊት በግእዝ,ዳዊት,"[(12, 4)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 6), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(12, 4)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 6), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]",MISMATCH
GZ-MEL-065,መልክዐ ቅዱስ ጊዮርጊስ በግእዝ,ጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",MISMATCH
GZ-MEL-111,መልክዐ አቡነ ዮሴፍ በግእዝ,ዮሴፍ,"[(5, 26)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 19)]","[(5, 26)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 19)]",MISMATCH
GZ-MEL-113,መልክዐ አቡነ ዮናስ ዘደብረ ድኁኃን ዘደብረ ጽጌ ወዘደብረ ጽዮን በግእዝ,ዮናስ,"[(1, 25)]","[(3, 17), (7, 17)]","[(1, 25)]","[(3, 17), (7, 17)]",MISMATCH
GZ-MEL-117,መልክዐ አቡነ ፊልሞና በግእዝ,ፊልሞና,"[(3, 27)]","[(4, 22)]","[(3, 27)]","[(4, 22)]",MISMATCH
GZ-MEL-118,መልክዐ አቡነ ፊልጶስ በግእዝ,ፊልጶስ,"[(10, 14)]","[(11, 28)]","[(10, 14)]","[(11, 28)]",MISMATCH
GZ-MEL-120,መልክዐ አቡነ ፊልጶስ ዘደብረ ቢዘን በግእዝ,ፊልጶስ,"[(10, 14)]","[(12, 5)]","[(10, 14)]","[(12, 5)]",MISMATCH
GZ-MEL-123,መልክዐ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ,ጊዮርጊስ,"[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]","[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]",MISMATCH
GZ-MEL-134,መልክዐ ኤልያስ በግእዝ,ኤልያስ,"[(1, 6), (2, 6), (3, 6), (5, 6), (6, 6), (7, 6), (7, 11), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(1, 6), (2, 6), (3, 6), (4, 1), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(7, 11)]","[(4, 1), (4, 6)]",MISMATCH
GZ-MEL-135,መልክዐ ኤዎስጣቴዎስ በግእዝ,ኤዎስጣቴዎስ,"[(1, 23), (5, 18)]","[(1, 18), (2, 18), (3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18)]","[(1, 23)]","[(1, 18), (2, 18), (3, 18), (4, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18)]",MISMATCH
GZ-MEL-154,መልክዐ ጊዮርጊስ በግእዝ,ጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",MISMATCH
GZ-MEL-155,መልክዐ ጊዮርጊስ ካልዕ ወሥቃዩ በግእዝ,ጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",MISMATCH
GZ-MEL-158,መልክዐ ጴጥሮስ ወጳውሎስ በግእዝ,ጴጥሮስ,"[(6, 9)]","[(11, 5)]","[(6, 9)]","[(11, 5)]",MISMATCH
GZ-MEL-162,መልክዐ ፊቅጦር በግእዝ,ፊቅጦር,"[(4, 5), (5, 21), (5, 27), (6, 27), (7, 27)]","[(1, 27), (2, 27), (3, 27), (4, 5), (4, 27), (5, 27), (6, 13), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]","[(5, 21)]","[(1, 27), (2, 27), (3, 27), (4, 27), (6, 13), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]",MISMATCH
GZ-MZM-004,መዝሙረ ዳዊት በግእዝ,ዳዊት,"[(12, 4)]",[],"[(12, 4)]",[],MISMATCH
TI-MZM-001,መዝሙረ ዳዊት ብትግርኛ,ዳዊት,"[(12, 4)]",[],"[(12, 4)]",[],MISMATCH
AM-GDL-001,ገድለ ቅዱስ አባ ጊዮርጊስ ዘጋሥጫ በአማርኛ,ጊዮርጊስ,"[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]","[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]",MISMATCH
GZ-GDL-001,ገድለ አቡነ ፊልጶስ ዘደብረ ሊባኖስ በግእዝ,ፊልጶስ,"[(10, 14)]","[(7, 23), (11, 28)]","[(10, 14)]","[(7, 23), (11, 28)]",MISMATCH
GZ-TAM-001,ተአምረ ማርያም በግእዝ,ተአምረ ማርያም,"[(4, 22)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(4, 22)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]",MISMATCH
GZ-GDL-003,ገድለ እምነ ወለተ ጴጥሮስ በግእዝ,ጴጥሮስ,"[(6, 9)]","[(1, 17), (2, 17), (3, 17), (4, 17), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]","[(6, 9)]","[(1, 17), (2, 17), (3, 17), (4, 17), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",MISMATCH
GZ-TBB-001,ጥበበ ሰሎሞን በግእዝ,ሰሎሞን,"[(5, 7)]",[],"[(5, 7)]",[],MISMATCH
GZ-GDL-007,ገድለ ቅዱስ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ,ጊዮርጊስ,"[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]","[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]",MISMATCH
AM-GDL-008,ገድለ ሰማዕት ቅድስት አርሴማ በአማርኛ,አርሴማ,"[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]","[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]",MISMATCH
GZ-GDL-009,ገድለ ቅዱስ ሱስንዮስ በግእዝ,ሱስንዮስ,"[(11, 21)]","[(8, 26)]","[(11, 21)]","[(8, 26)]",MISMATCH
GZ-GDL-011,ገድለ አቡነ ፊልጶስ በግእዝ,ፊልጶስ,"[(10, 14)]","[(11, 28)]","[(10, 14)]","[(11, 28)]",MISMATCH
GZ-GDL-013,ገድለ ዘርዐ አብርሃም በግእዝ,አብርሃም,"[(12, 28)]","[(4, 24)]","[(12, 28)]","[(4, 24)]",MISMATCH
GZ-GDL-014,ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በግእዝ,ጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",MISMATCH
AM-DRS-005,ድርሳነ ኤልያስ ነቢይ በአማርኛ,ኤልያስ,"[(1, 6), (2, 6), (3, 6), (5, 6), (6, 6), (7, 6), (7, 11), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(1, 6), (2, 6), (3, 6), (4, 1), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(7, 11)]","[(4, 1), (4, 6)]",MISMATCH
AM-GDL-018,ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በአማርኛ,ጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",MISMATCH
AM-GDL-020,ገድለ እምነ ወለተ ጴጥሮስ በአማርኛ,ጴጥሮስ,"[(6, 9)]","[(1, 17), (2, 17), (3, 17), (4, 17), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]","[(6, 9)]","[(1, 17), (2, 17), (3, 17), (4, 17), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",MISMATCH
GZ-GDL-020,ገድለ አቡነ ፊልሞና በግእዝ,ፊልሞና,"[(3, 27)]","[(4, 22)]","[(3, 27)]","[(4, 22)]",MISMATCH
GZ-GDL-026,ገድለ ቅዱሳን አባዲር ወኢራኢ በግእዝ,አባዲር,"[(1, 28), (6, 7)]","[(1, 28)]","[(6, 7)]",[],MISMATCH
GZ-GDL-027,ገድለ ቅዱስ ፊቅጦር በግእዝ,ፊቅጦር,"[(4, 5), (5, 21), (5, 27), (6, 27), (7, 27)]","[(1, 27), (2, 27), (3, 27), (4, 5), (4, 27), (5, 27), (6, 13), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]","[(5, 21)]","[(1, 27), (2, 27), (3, 27), (4, 27), (6, 13), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]",MISMATCH
GZ-GDL-029,ገድለ አቡነ ዮሴፍ በግእዝ,ዮሴፍ,"[(5, 26)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 19)]","[(5, 26)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 19)]",MISMATCH
GZ-GDL-033,ገድለ ሰማዕት ቅድስት አርሴማ በግእዝ,አርሴማ,"[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]","[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]",MISMATCH
AM-GDL-029,ገድለ ቅዱስ ፊቅጦር በአማርኛ,ፊቅጦር,"[(4, 5), (5, 21), (5, 27), (6, 27), (7, 27)]","[(1, 27), (2, 27), (3, 27), (4, 5), (4, 27), (5, 27), (6, 13), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]","[(5, 21)]","[(1, 27), (2, 27), (3, 27), (4, 27), (6, 13), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]",MISMATCH
AM-TAM-002,ተአምረ ማርያም በአማርኛ,ተአምረ ማርያም,"[(4, 22)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(4, 22)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]",MISMATCH
AM-MEL-003,መልክዐ ለአቡነ አቢብ ጻድቅ በአማርኛ,አቢብ,"[(1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (7, 25), (8, 15), (9, 25), (11, 25), (12, 25)]","[(1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 15), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25)]",[],"[(6, 25), (8, 25), (10, 25)]",MISMATCH
AM-MEL-015,መልክዐ ቅዱስ ቂርቆስ በአማርኛ,ቂርቆስ,"[(4, 15)]","[(1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (11, 19), (12, 15)]",[],"[(1, 15), (2, 15), (3, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (11, 19), (12, 15)]",MISMATCH
AM-MEL-016,መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ,ዮሐንስ ወንጌላዊ,"[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (9, 16), (11, 27)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]",[],"[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4)]",MISMATCH
AM-MEL-017,መልክዐ ቅድስት ጸበለ ማርያም በአማርኛ,ጸበለ ማርያም,"[(2, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(1, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]",MISMATCH
AM-MEL-018,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በአማርኛ,ፍቅርተ ክርስቶስ,"[(7, 29)]","[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29)]",[],"[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29)]",MISMATCH
AM-MEL-019,መልክዐ አቡነ ሐራ ድንግል በአማርኛ,ሐራ ድንግል,"[(1, 11), (2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11)]","[(1, 11), (2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11)]",[],[],CORRECT
AM-MEL-021,መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ,ዮሐንስ ጻድቅ,"[(1, 16), (2, 16), (9, 7), (11, 16), (12, 16)]","[(1, 16), (2, 16), (3, 16), (4, 16), (5, 16), (5, 20), (6, 16), (7, 16), (8, 16), (9, 7), (9, 16), (10, 16), (11, 16), (12, 16)]",[],"[(3, 16), (4, 16), (5, 16), (5, 20), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16)]",MISMATCH
AM-MEL-022,መልክዐ አብርሃም ይሥሐቅ ያዕቆብ በአማርኛ,አብርሃም,"[(12, 28)]","[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 24), (12, 28)]",[],"[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 24)]",MISMATCH
AM-MEL-027,መልክዐ ኪዳነ ምሕረት በአማርኛ,ኪዳነ ምሕረት,"[(1, 16), (2, 16), (3, 16), (4, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16)]","[(1, 16), (2, 16), (3, 16), (4, 16), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16)]",[],"[(5, 16)]",MISMATCH
AM-MEL-033,የሐዋርያው የቅዱስ ታዴዎስ መልክዕ በአማርኛ,ታዴዎስ,"[(5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2)]","[(1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 29), (12, 2)]",[],"[(1, 2), (2, 2), (3, 2), (4, 2), (11, 2), (11, 29), (12, 2)]",MISMATCH
AM-MEL-037,የቅዱሳን ሠለስቱ ደቂቅ መልክዕ በአማርኛ,ሠለስቱ ደቂቅ,"[(4, 2)]","[(4, 2), (4, 19), (9, 10)]",[],"[(4, 19), (9, 10)]",MISMATCH
AM-MEL-045,የቅዱስ እስጢፋኖስ 2ኛ መልክዕ በአማርኛ,እስጢፋኖስ,"[(5, 17)]","[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",[],"[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",MISMATCH
AM-MEL-046,የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ,እንድርያስ,"[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]",[],"[(6, 4)]",MISMATCH
