book_id,title,saint_core,sinksar_correct_dates,tselot_current_dates,missing_dates_to_add,extra_dates_to_remove,status
GZ-GDL-028,ገድለ አቡነ ዳንኤል በግእዝ,ዳንኤል,"[(1, 16), (1, 23), (2, 16), (2, 23), (3, 23), (4, 23), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (10, 23), (11, 16), (11, 23), (12, 16), (12, 23)]","[(3, 6)]","[(1, 16), (1, 23), (2, 16), (2, 23), (3, 23), (4, 23), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (10, 23), (11, 16), (11, 23), (12, 16), (12, 23)]","[(3, 6)]",MISMATCH
GZ-MEL-094,መልክዐ አቡነ ቶማስ ዘዘናቁዴ በግእዝ,ቶማስ,"[(1, 18), (1, 26), (2, 9), (2, 26), (3, 26), (4, 26), (5, 26), (6, 2), (6, 26), (7, 26), (8, 26), (10, 21), (10, 26), (11, 1), (11, 26), (12, 26)]","[(3, 3)]","[(1, 18), (1, 26), (2, 9), (2, 26), (3, 26), (4, 26), (5, 26), (6, 2), (6, 26), (7, 26), (8, 26), (10, 21), (10, 26), (11, 1), (11, 26), (12, 26)]","[(3, 3)]",MISMATCH
AM-MEL-050,የቅዱስ ገብርኤል መልክዕ በአማርኛ,ገብርኤል,"[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]",MISMATCH
GZ-MEL-013,መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል በግእዝ,ገብርኤል,"[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]",MISMATCH
GZ-MEL-102,መልክዐ አቡነ እንድርያስ ዘደብረ ስኂን (ፅፉን) በግእዝ,እንድርያስ,"[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(7, 29)]","[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(7, 29)]",MISMATCH
GZ-MEL-103,መልክዐ አቡነ እንድርያስ ዘደብረ ጽጌ በግእዝ,እንድርያስ,"[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(6, 1)]","[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(6, 1)]",MISMATCH
AM-DRS-003,ድርሳነ ገብርኤል በአማርኛ,ገብርኤል,"[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]",MISMATCH
GZ-DRS-010,ድርሳነ ገብርኤል በግእዝ,ገብርኤል,"[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]",MISMATCH
GZ-MEL-076,መልክዐ አቡነ መርቆሬዎስ ዘደብረ ድማኅ በግእዝ,መርቆሬዎስ,"[(1, 25), (2, 25), (3, 25), (3, 30), (4, 25), (6, 25), (7, 1), (7, 25), (8, 25), (9, 25), (10, 25), (12, 25)]","[(4, 16)]","[(1, 25), (2, 25), (3, 25), (3, 30), (4, 25), (6, 25), (7, 1), (7, 25), (8, 25), (9, 25), (10, 25), (12, 25)]","[(4, 16)]",MISMATCH
GZ-MEL-080,መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ,ማቴዎስ,"[(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(5, 14)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(5, 14)]",MISMATCH
GZ-MEL-081,መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ ካልእ,ማቴዎስ,"[(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(3, 13)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(3, 13)]",MISMATCH
GZ-MEL-084,መልክዐ አቡነ ሳሙኤል በግእዝ ሣልስ በግእዝ,ሳሙኤል,"[(1, 23), (2, 12), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 9), (10, 23), (11, 23), (12, 23)]","[(1, 12), (2, 12), (2, 29), (3, 12), (4, 12), (4, 23), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 23), (2, 23), (3, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 9), (10, 23), (11, 23), (12, 23)]","[(1, 12), (2, 29), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",MISMATCH
GZ-MEL-143,መልክዐ ክርስቶስ ሠምራ በግእዝ,መልክዐ ክርስቶስ,"[(1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",MISMATCH
GZ-MEL-014,መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል ካልዕ (ደቅስዮስ) በግእዝ,ደቅስዮስ,"[(1, 22), (2, 22), (3, 22), (4, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","[(1, 22), (2, 22), (3, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]",MISMATCH
